id,name,base_experience,height,weight,is_default,order
739,crabrawler,68.0,6,70,True,887
740,crabominable,167.0,17,1800,True,888
741,oricorio-baile,167.0,6,34,True,889
742,cutiefly,61.0,1,2,True,893
743,ribombee,162.0,2,5,True,894
744,rockruff,56.0,5,92,True,896
745,lycanroc-midday,170.0,8,250,True,898
746,wishiwashi-solo,61.0,2,3,True,901
747,mareanie,61.0,4,80,True,903
748,toxapex,173.0,7,145,True,904
749,mudbray,77.0,10,1100,True,905
750,mudsdale,175.0,25,9200,True,906
751,dewpider,54.0,3,40,True,907
752,araquanid,159.0,18,820,True,908
753,fomantis,50.0,3,15,True,910
754,lurantis,168.0,9,185,True,911
755,morelull,57.0,2,15,True,913
756,shiinotic,142.0,10,115,True,914
757,salandit,64.0,6,48,True,915
758,salazzle,168.0,12,222,True,916
759,stufful,68.0,5,68,True,918
760,bewear,175.0,21,1350,True,919
761,bounsweet,42.0,3,32,True,920
762,steenee,102.0,7,82,True,921
763,tsareena,255.0,12,214,True,922
764,comfey,170.0,1,3,True,923
765,oranguru,172.0,15,760,True,924
766,passimian,172.0,20,828,True,925
767,wimpod,46.0,5,120,True,926
768,golisopod,186.0,20,1080,True,927
769,sandygast,64.0,5,700,True,928
770,palossand,168.0,13,2500,True,929
771,pyukumuku,144.0,3,12,True,930
772,type-null,107.0,19,1205,True,931
773,silvally,285.0,23,1005,True,932
774,minior-red-meteor,154.0,3,400,True,933
775,komala,168.0,4,199,True,947
776,turtonator,170.0,20,2120,True,948
777,togedemaru,152.0,3,33,True,949
778,mimikyu-disguised,167.0,2,7,True,951
779,bruxish,166.0,9,190,True,955
780,drampa,170.0,30,1850,True,956
781,dhelmise,181.0,39,2100,True,957
782,jangmo-o,60.0,6,297,True,958
783,hakamo-o,147.0,12,470,True,959
784,kommo-o,300.0,16,782,True,960
785,tapu-koko,285.0,18,205,True,962
786,tapu-lele,285.0,12,186,True,963
787,tapu-bulu,285.0,19,455,True,964
788,tapu-fini,285.0,13,212,True,965
789,cosmog,40.0,2,1,True,966
790,cosmoem,140.0,1,9999,True,967
791,solgaleo,340.0,34,2300,True,968
792,lunala,340.0,40,1200,True,969
793,nihilego,285.0,12,555,True,970
794,buzzwole,285.0,24,3336,True,971
795,pheromosa,285.0,18,250,True,972
796,xurkitree,285.0,38,1000,True,973
797,celesteela,285.0,92,9999,True,974
798,kartana,285.0,3,1,True,975
799,guzzlord,285.0,55,8880,True,976
800,necrozma,300.0,24,2300,True,977
801,magearna,300.0,10,805,True,981
802,marshadow,300.0,7,222,True,983
803,poipole,210.0,6,18,True,984
804,naganadel,270.0,36,1500,True,985
805,stakataka,285.0,55,8200,True,986
806,blacephalon,285.0,18,130,True,987
807,zeraora,300.0,15,445,True,988
808,meltan,150.0,2,80,True,989
809,melmetal,300.0,25,8000,True,990
810,grookey,62.0,3,50,True,991
811,thwackey,147.0,7,140,True,992
812,rillaboom,265.0,21,900,True,993
813,scorbunny,62.0,3,45,True,994
814,raboot,147.0,6,90,True,995
815,cinderace,265.0,14,330,True,996
816,sobble,62.0,3,40,True,997
817,drizzile,147.0,7,115,True,998
818,inteleon,265.0,19,452,True,999
819,skwovet,55.0,3,25,True,1000
820,greedent,161.0,6,60,True,1001
821,rookidee,49.0,2,18,True,1002
822,corvisquire,128.0,8,160,True,1003
823,corviknight,248.0,22,750,True,1004
824,blipbug,36.0,4,80,True,1005
825,dottler,117.0,4,195,True,1006
826,orbeetle,253.0,4,408,True,1007
827,nickit,49.0,6,89,True,1008
828,thievul,159.0,12,199,True,1009
829,gossifleur,50.0,4,22,True,1010
830,eldegoss,161.0,5,25,True,1011
831,wooloo,122.0,6,60,True,1012
832,dubwool,172.0,13,430,True,1013
833,chewtle,57.0,3,85,True,1014
834,drednaw,170.0,10,1155,True,1015
835,yamper,54.0,3,135,True,1016
836,boltund,172.0,10,340,True,1017
837,rolycoly,48.0,3,120,True,1018
838,carkol,144.0,11,780,True,1019
839,coalossal,255.0,28,3105,True,1020
840,applin,52.0,2,5,True,1021
841,flapple,170.0,3,10,True,1022
842,appletun,170.0,4,130,True,1023
843,silicobra,63.0,22,76,True,1024
844,sandaconda,179.0,38,655,True,1025
845,cramorant,166.0,8,180,True,1026
846,arrokuda,56.0,5,10,True,1029
847,barraskewda,172.0,13,300,True,1030
848,toxel,48.0,4,110,True,1031
849,toxtricity-amped,176.0,16,400,True,1032
850,sizzlipede,61.0,7,10,True,1034
851,centiskorch,184.0,30,1200,True,1035
852,clobbopus,62.0,6,40,True,1036
853,grapploct,168.0,16,390,True,1037
854,sinistea,62.0,1,2,True,1038
855,polteageist,178.0,2,4,True,1039
856,hatenna,53.0,4,34,True,1040
857,hattrem,130.0,6,48,True,1041
858,hatterene,255.0,21,51,True,1042
859,impidimp,53.0,4,55,True,1043
860,morgrem,130.0,8,125,True,1044
861,grimmsnarl,255.0,15,610,True,1045
862,obstagoon,260.0,16,460,True,1046
863,perrserker,154.0,8,280,True,1047
864,cursola,179.0,10,4,True,1048
865,sirfetchd,177.0,8,1170,True,1049
866,mr-rime,182.0,15,582,True,1050
867,runerigus,169.0,16,666,True,1051
868,milcery,54.0,2,3,True,1052
869,alcremie,173.0,3,5,True,1053
870,falinks,165.0,30,620,True,1054
871,pincurchin,152.0,3,10,True,1055
872,snom,37.0,3,38,True,1056
873,frosmoth,166.0,13,420,True,1057
874,stonjourner,165.0,25,5200,True,1058
875,eiscue-ice,165.0,14,890,True,1059
876,indeedee-male,166.0,9,280,True,1061
877,morpeko-full-belly,153.0,3,30,True,1063
878,cufant,66.0,12,1000,True,1065
879,copperajah,175.0,30,6500,True,1066
880,dracozolt,177.0,18,1900,True,1067
881,arctozolt,177.0,23,1500,True,1068
882,dracovish,177.0,23,2150,True,1069
883,arctovish,177.0,20,1750,True,1070
884,duraludon,187.0,18,400,True,1071
885,dreepy,54.0,5,20,True,1072
886,drakloak,144.0,14,110,True,1073
887,dragapult,300.0,30,500,True,1074
888,zacian,335.0,28,1100,True,1075
889,zamazenta,335.0,29,2100,True,1077
890,eternatus,345.0,200,9500,True,1079
891,kubfu,77.0,6,120,True,1081
892,urshifu-single-strike,275.0,19,1050,True,1082
893,zarude,300.0,18,700,True,1084
894,regieleki,290.0,12,1450,True,1086
895,regidrago,290.0,21,2000,True,1087
896,glastrier,290.0,22,8000,True,1088
897,spectrier,290.0,20,445,True,1089
898,calyrex,250.0,11,77,True,1090
899,wyrdeer,263.0,18,951,True,-1
900,kleavor,175.0,18,890,True,-1
901,ursaluna,275.0,24,2900,True,-1
902,basculegion-male,265.0,30,1100,True,-1
903,sneasler,102.0,13,430,True,-1
904,overqwil,179.0,25,605,True,-1
905,enamorus-incarnate,116.0,16,480,True,-1
906,sprigatito,62.0,4,41,True,906
907,floragato,144.0,9,122,True,907
908,meowscarada,265.0,15,312,True,908
909,fuecoco,62.0,4,98,True,909
910,crocalor,144.0,10,307,True,910
911,skeledirge,265.0,16,3265,True,911
912,quaxly,62.0,5,61,True,912
913,quaxwell,144.0,12,215,True,913
914,quaquaval,265.0,18,619,True,914
915,lechonk,51.0,5,102,True,915
916,oinkologne-male,171.0,10,1200,True,916
917,tarountula,42.0,3,40,True,918
918,spidops,141.0,10,165,True,919
919,nymble,42.0,2,10,True,920
920,lokix,158.0,10,175,True,921
921,pawmi,48.0,3,25,True,954
922,pawmo,123.0,4,65,True,955
923,pawmot,245.0,9,410,True,956
924,tandemaus,61.0,3,18,True,945
925,maushold-family-of-four,165.0,3,23,True,946
926,fidough,62.0,3,109,True,970
927,dachsbun,167.0,5,149,True,971
928,smoliv,52.0,3,65,True,935
929,dolliv,124.0,6,119,True,936
930,arboliva,255.0,14,482,True,937
931,squawkabilly-green-plumage,146.0,6,24,True,960
932,nacli,56.0,4,160,True,963
933,naclstack,124.0,6,1050,True,964
934,garganacl,250.0,23,2400,True,965
935,charcadet,51.0,6,105,True,1003
936,armarouge,263.0,15,850,True,1004
937,ceruledge,263.0,16,620,True,1005
938,tadbulb,54.0,3,4,True,940
939,bellibolt,173.0,12,1130,True,941
940,wattrel,56.0,4,36,True,957
941,kilowattrel,172.0,14,386,True,958
942,maschiff,68.0,5,160,True,972
943,mabosstiff,177.0,11,610,True,973
944,shroodle,58.0,2,7,True,968
945,grafaiai,170.0,7,272,True,969
946,bramblin,55.0,6,6,True,974
947,brambleghast,168.0,12,60,True,975
948,toedscool,67.0,9,330,True,1006
949,toedscruel,180.0,19,580,True,1007
950,klawf,158.0,13,790,True,962
951,capsakid,61.0,3,30,True,938
952,scovillain,170.0,9,150,True,939
953,rellor,54.0,2,10,True,922
954,rabsca,165.0,3,35,True,923
955,flittle,51.0,2,15,True,926
956,espathra,168.0,19,900,True,927
957,tinkatink,59.0,4,89,True,1000
958,tinkatuff,133.0,7,591,True,1001
959,tinkaton,253.0,7,1128,True,1002
960,wiglett,49.0,12,18,True,929
961,wugtrio,149.0,12,54,True,930
962,bombirdier,243.0,15,429,True,959
963,finizen,63.0,13,602,True,933
964,palafin-zero,160.0,13,602,True,934
965,varoom,60.0,10,350,True,942
966,revavroom,175.0,18,1200,True,943
967,cyclizar,175.0,16,630,True,953
968,orthworm,240.0,25,3100,True,944
969,glimmet,70.0,7,80,True,966
970,glimmora,184.0,15,450,True,967
971,greavard,58.0,6,350,True,924
972,houndstone,171.0,20,150,True,925
973,flamigo,175.0,16,370,True,961
974,cetoddle,67.0,12,450,True,947
975,cetitan,182.0,45,7000,True,948
976,veluza,167.0,25,900,True,932
977,dondozo,265.0,120,2200,True,931
978,tatsugiri-curly,166.0,3,80,True,952
979,annihilape,268.0,12,560,True,1010
980,clodsire,151.0,18,2230,True,1009
981,farigiraf,260.0,32,1600,True,928
982,dudunsparce-two-segment,182.0,36,392,True,917
983,kingambit,275.0,20,1200,True,1008
984,great-tusk,285.0,22,3200,True,978
985,scream-tail,285.0,12,80,True,982
986,brute-bonnet,285.0,12,210,True,979
987,flutter-mane,285.0,14,40,True,983
988,slither-wing,285.0,32,920,True,984
989,sandy-shocks,285.0,23,600,True,981
990,iron-treads,285.0,9,2400,True,986
991,iron-bundle,285.0,6,110,True,992
992,iron-hands,285.0,18,3807,True,989
993,iron-jugulis,285.0,13,1110,True,990
994,iron-moth,285.0,12,360,True,988
995,iron-thorns,285.0,16,3030,True,991
996,frigibax,64.0,5,170,True,949
997,arctibax,148.0,8,300,True,950
998,baxcalibur,300.0,21,2100,True,951
999,gimmighoul,60.0,3,50,True,976
1000,gholdengo,275.0,12,300,True,977
1001,wo-chien,285.0,15,742,True,996
1002,chien-pao,285.0,19,1522,True,995
1003,ting-lu,285.0,27,6997,True,994
1004,chi-yu,285.0,4,49,True,997
1005,roaring-moon,295.0,20,3800,True,985
1006,iron-valiant,295.0,14,350,True,993
1007,koraidon,335.0,25,3030,True,998
1008,miraidon,335.0,35,2400,True,999
1009,walking-wake,295.0,35,2800,True,1093
1010,iron-leaves,295.0,15,1250,True,1094
1011,dipplin,170.0,4,97,True,1095
1012,poltchageist,62.0,1,11,True,1096
1013,sinistcha,178.0,2,22,True,1097
1014,okidogi,278.0,18,922,True,1098
1015,munkidori,278.0,10,122,True,1099
1016,fezandipiti,278.0,14,301,True,1100
1017,ogerpon,275.0,12,398,True,1101
1018,archaludon,300.0,20,600,True,1102
1019,hydrapple,270.0,18,930,True,1103
1020,gouging-fire,295.0,35,5900,True,1104
1021,raging-bolt,295.0,52,4800,True,1105
1022,iron-boulder,295.0,15,1625,True,1106
1023,iron-crown,295.0,16,1560,True,1107
1024,terapagos,90.0,2,65,True,1108
1025,pecharunt,300.0,3,3,True,1109
10001,deoxys-attack,270.0,17,608,False,515
10002,deoxys-defense,270.0,17,608,False,516
10003,deoxys-speed,270.0,17,608,False,517
10004,wormadam-sandy,148.0,5,65,False,543
10005,wormadam-trash,148.0,5,65,False,544
10006,shaymin-sky,270.0,4,52,False,607
10007,giratina-origin,340.0,69,6500,False,601
10008,rotom-heat,182.0,3,3,False,588
10009,rotom-wash,182.0,3,3,False,589
10010,rotom-frost,182.0,3,3,False,590
10011,rotom-fan,182.0,3,3,False,591
10012,rotom-mow,182.0,3,3,False,592
10013,castform-sunny,147.0,3,8,False,465
10014,castform-rainy,147.0,3,8,False,466
10015,castform-snowy,147.0,3,8,False,467
10016,basculin-blue-striped,161.0,10,180,False,667
10017,darmanitan-zen,189.0,13,929,False,674
10018,meloetta-pirouette,270.0,6,65,False,778
10019,tornadus-therian,290.0,14,630,False,765
10020,thundurus-therian,290.0,30,610,False,767
10021,landorus-therian,300.0,13,680,False,771
10022,kyurem-black,350.0,33,3250,False,774
10023,kyurem-white,350.0,36,3250,False,773
10024,keldeo-resolute,290.0,14,485,False,776
10025,meowstic-female,163.0,6,85,False,812
10026,aegislash-blade,250.0,17,530,False,816
10027,pumpkaboo-small,67.0,3,35,False,845
10028,pumpkaboo-large,67.0,5,75,False,846
10029,pumpkaboo-super,67.0,8,150,False,847
10030,gourgeist-small,173.0,7,95,False,849
10031,gourgeist-large,173.0,11,140,False,850
10032,gourgeist-super,173.0,17,390,False,851
10033,venusaur-mega,281.0,24,1555,False,4
10034,charizard-mega-x,285.0,17,1105,False,8
10035,charizard-mega-y,285.0,17,1005,False,9
10036,blastoise-mega,284.0,16,1011,False,13
10037,alakazam-mega,270.0,12,480,False,106
10038,gengar-mega,270.0,14,405,False,150
10039,kangaskhan-mega,207.0,22,1000,False,185
10040,pinsir-mega,210.0,17,590,False,208
10041,gyarados-mega,224.0,65,3050,False,212
10042,aerodactyl-mega,215.0,21,790,False,233
10043,mewtwo-mega-x,351.0,23,1270,False,246
10044,mewtwo-mega-y,351.0,15,330,False,247
10045,ampharos-mega,275.0,14,615,False,276
10046,scizor-mega,210.0,20,1250,False,198
10047,heracross-mega,210.0,17,625,False,311
10048,houndoom-mega,210.0,19,495,False,331
10049,tyranitar-mega,315.0,25,2550,False,343
10050,blaziken-mega,284.0,19,520,False,354
10051,gardevoir-mega,278.0,16,484,False,383
10052,mawile-mega,168.0,10,235,False,408
10053,aggron-mega,284.0,22,3950,False,412
10054,medicham-mega,179.0,13,315,False,415
10055,manectric-mega,201.0,18,440,False,418
10056,banette-mega,194.0,12,130,False,471
10057,absol-mega,198.0,12,490,False,479
10058,garchomp-mega,315.0,19,950,False,571
10059,lucario-mega,219.0,13,575,False,574
10060,abomasnow-mega,208.0,27,1850,False,586
10061,floette-eternal,243.0,2,9,False,803
10062,latias-mega,315.0,18,520,False,504
10063,latios-mega,315.0,23,700,False,506
10064,swampert-mega,286.0,19,1020,False,358
10065,sceptile-mega,284.0,19,552,False,350
10066,sableye-mega,168.0,5,1610,False,406
10067,altaria-mega,207.0,15,206,False,447
10068,gallade-mega,278.0,16,564,False,385
10069,audino-mega,425.0,15,320,False,647
10070,sharpedo-mega,196.0,25,1303,False,430
10071,slowbro-mega,207.0,20,1200,False,128
10072,steelix-mega,214.0,105,7400,False,153
10073,pidgeot-mega,261.0,22,505,False,24
10074,glalie-mega,203.0,21,3502,False,482
10075,diancie-mega,315.0,11,278,False,864
10076,metagross-mega,315.0,25,9429,False,499
10077,kyogre-primal,347.0,98,4300,False,508
10078,groudon-primal,347.0,50,9997,False,510
10079,rayquaza-mega,351.0,108,3920,False,512
10080,pikachu-rock-star,112.0,4,60,False,37
10081,pikachu-belle,112.0,4,60,False,38
10082,pikachu-pop-star,112.0,4,60,False,39
10083,pikachu-phd,112.0,4,60,False,40
10084,pikachu-libre,112.0,4,60,False,41
10085,pikachu-cosplay,112.0,4,60,False,36
10086,hoopa-unbound,306.0,65,4900,False,866
10087,camerupt-mega,196.0,25,3205,False,435
10088,lopunny-mega,203.0,13,283,False,559
10089,salamence-mega,315.0,18,1126,False,495
10090,beedrill-mega,223.0,14,405,False,20
10091,rattata-alola,51.0,3,38,False,26
10092,raticate-alola,145.0,7,255,False,28
10093,raticate-totem-alola,145.0,14,1050,False,29
10094,pikachu-original-cap,112.0,4,60,False,42
10095,pikachu-hoenn-cap,112.0,4,60,False,43
10096,pikachu-sinnoh-cap,112.0,4,60,False,44
10097,pikachu-unova-cap,112.0,4,60,False,45
10098,pikachu-kalos-cap,112.0,4,60,False,46
10099,pikachu-alola-cap,112.0,4,60,False,47
10100,raichu-alola,243.0,7,210,False,52
10101,sandshrew-alola,60.0,7,400,False,54
10102,sandslash-alola,158.0,12,550,False,56
10103,vulpix-alola,60.0,6,99,False,67
10104,ninetales-alola,177.0,11,199,False,69
10105,diglett-alola,53.0,2,10,False,85
10106,dugtrio-alola,149.0,7,666,False,87
10107,meowth-alola,58.0,4,42,False,89
10108,persian-alola,154.0,11,330,False,92
10109,geodude-alola,60.0,4,203,False,116
10110,graveler-alola,137.0,10,1100,False,118
10111,golem-alola,223.0,17,3160,False,120
10112,grimer-alola,65.0,7,420,False,142
10113,muk-alola,175.0,10,520,False,144
10114,exeggutor-alola,186.0,109,4156,False,162
10115,marowak-alola,149.0,10,340,False,165
10116,greninja-battle-bond,239.0,15,400,False,789
10117,greninja-ash,288.0,15,400,False,790
10118,zygarde-10-power-construct,243.0,12,335,False,860
10119,zygarde-50-power-construct,300.0,50,3050,False,861
10120,zygarde-complete,354.0,45,6100,False,862
10121,gumshoos-totem,146.0,14,600,False,882
10122,vikavolt-totem,225.0,26,1475,False,886
10123,oricorio-pom-pom,167.0,6,34,False,890
10124,oricorio-pau,167.0,6,34,False,891
10125,oricorio-sensu,167.0,6,34,False,892
10126,lycanroc-midnight,170.0,11,250,False,899
10127,wishiwashi-school,217.0,82,786,False,902
10128,lurantis-totem,168.0,15,580,False,912
10129,salazzle-totem,168.0,21,810,False,917
10130,minior-orange-meteor,154.0,3,400,False,934
10131,minior-yellow-meteor,154.0,3,400,False,935
10132,minior-green-meteor,154.0,3,400,False,936
10133,minior-blue-meteor,154.0,3,400,False,937
10134,minior-indigo-meteor,154.0,3,400,False,938
10135,minior-violet-meteor,154.0,3,400,False,939
10136,minior-red,175.0,3,3,False,940
10137,minior-orange,175.0,3,3,False,941
10138,minior-yellow,175.0,3,3,False,942
10139,minior-green,175.0,3,3,False,943
10140,minior-blue,175.0,3,3,False,944
10141,minior-indigo,175.0,3,3,False,945
10142,minior-violet,175.0,3,3,False,946
10143,mimikyu-busted,167.0,2,7,False,952
10144,mimikyu-totem-disguised,167.0,4,28,False,953
10145,mimikyu-totem-busted,167.0,4,28,False,954
10146,kommo-o-totem,270.0,24,2075,False,961
10147,magearna-original,300.0,10,805,False,982
10148,pikachu-partner-cap,112.0,4,60,False,48
10149,marowak-totem,149.0,17,980,False,166
10150,ribombee-totem,162.0,4,20,False,895
10151,rockruff-own-tempo,56.0,5,92,False,897
10152,lycanroc-dusk,170.0,8,250,False,900
10153,araquanid-totem,159.0,31,2175,False,909
10154,togedemaru-totem,152.0,6,130,False,950
10155,necrozma-dusk,340.0,38,4600,False,978
10156,necrozma-dawn,340.0,42,3500,False,979
10157,necrozma-ultra,339.0,75,2300,False,980
10158,pikachu-starter,86.0,4,60,False,49
10159,eevee-starter,87.0,3,65,False,216
10160,pikachu-world-cap,112.0,4,60,False,50
10161,meowth-galar,58.0,4,75,False,90
10162,ponyta-galar,82.0,8,240,False,122
10163,rapidash-galar,175.0,17,800,False,124
10164,slowpoke-galar,63.0,12,360,False,126
10165,slowbro-galar,172.0,16,705,False,129
10166,farfetchd-galar,132.0,8,420,False,136
10167,weezing-galar,172.0,30,160,False,175
10168,mr-mime-galar,161.0,14,568,False,195
10169,articuno-galar,290.0,17,509,False,237
10170,zapdos-galar,290.0,16,582,False,239
10171,moltres-galar,290.0,20,660,False,241
10172,slowking-galar,172.0,18,795,False,131
10173,corsola-galar,144.0,6,5,False,322
10174,zigzagoon-galar,56.0,4,175,False,362
10175,linoone-galar,147.0,5,325,False,364
10176,darumaka-galar,63.0,7,400,False,672
10177,darmanitan-galar-standard,168.0,17,1200,False,675
10178,darmanitan-galar-zen,189.0,17,1200,False,676
10179,yamask-galar,61.0,5,15,False,684
10180,stunfisk-galar,165.0,7,205,False,741
10181,zygarde-10,243.0,12,335,False,859
10182,cramorant-gulping,166.0,8,180,False,1027
10183,cramorant-gorging,166.0,8,180,False,1028
10184,toxtricity-low-key,176.0,16,400,False,1033
10185,eiscue-noice,165.0,14,890,False,1060
10186,indeedee-female,166.0,9,280,False,1062
10187,morpeko-hangry,153.0,3,30,False,1064
10188,zacian-crowned,360.0,28,3550,False,1076
10189,zamazenta-crowned,360.0,29,7850,False,1078
10190,eternatus-eternamax,563.0,1000,0,False,1080
10191,urshifu-rapid-strike,275.0,19,1050,False,1083
10192,zarude-dada,300.0,18,700,False,1085
10193,calyrex-ice,340.0,24,8091,False,1091
10194,calyrex-shadow,340.0,24,536,False,1092
10195,venusaur-gmax,236.0,240,10000,False,-1
10196,charizard-gmax,240.0,280,10000,False,-1
10197,blastoise-gmax,239.0,250,10000,False,-1
10198,butterfree-gmax,178.0,170,10000,False,-1
10199,pikachu-gmax,112.0,210,10000,False,-1
10200,meowth-gmax,58.0,330,10000,False,-1
10201,machamp-gmax,227.0,250,10000,False,-1
10202,gengar-gmax,225.0,200,10000,False,-1
10203,kingler-gmax,166.0,190,10000,False,-1
10204,lapras-gmax,187.0,240,10000,False,-1
10205,eevee-gmax,65.0,180,10000,False,-1
10206,snorlax-gmax,189.0,350,10000,False,-1
10207,garbodor-gmax,166.0,210,10000,False,-1
10208,melmetal-gmax,270.0,250,10000,False,-1
10209,rillaboom-gmax,265.0,280,10000,False,-1
10210,cinderace-gmax,265.0,270,10000,False,-1
10211,inteleon-gmax,265.0,400,10000,False,-1
10212,corviknight-gmax,248.0,140,10000,False,-1
10213,orbeetle-gmax,253.0,140,10000,False,-1
10214,drednaw-gmax,170.0,240,10000,False,-1
10215,coalossal-gmax,255.0,420,10000,False,-1
10216,flapple-gmax,170.0,240,10000,False,-1
10217,appletun-gmax,170.0,240,10000,False,-1
10218,sandaconda-gmax,179.0,220,10000,False,-1
10219,toxtricity-amped-gmax,176.0,240,10000,False,-1
10220,centiskorch-gmax,184.0,750,10000,False,-1
10221,hatterene-gmax,255.0,260,10000,False,-1
10222,grimmsnarl-gmax,255.0,320,10000,False,-1
10223,alcremie-gmax,173.0,300,10000,False,-1
10224,copperajah-gmax,175.0,230,10000,False,-1
10225,duraludon-gmax,187.0,430,10000,False,-1
10226,urshifu-single-strike-gmax,275.0,290,10000,False,-1
10227,urshifu-rapid-strike-gmax,275.0,260,10000,False,-1
10228,toxtricity-low-key-gmax,176.0,240,10000,False,-1
10229,growlithe-hisui,,8,227,False,-1
10230,arcanine-hisui,,20,1680,False,-1
10231,voltorb-hisui,,5,130,False,-1
10232,electrode-hisui,,12,710,False,-1
10233,typhlosion-hisui,,16,698,False,-1
10234,qwilfish-hisui,,5,39,False,-1
10235,sneasel-hisui,,9,270,False,-1
10236,samurott-hisui,,15,582,False,-1
10237,lilligant-hisui,,12,192,False,-1
10238,zorua-hisui,,7,125,False,-1
10239,zoroark-hisui,,16,730,False,-1
10240,braviary-hisui,,17,434,False,-1
10241,sliggoo-hisui,,7,685,False,-1
10242,goodra-hisui,,17,3341,False,-1
10243,avalugg-hisui,,14,2624,False,-1
10244,decidueye-hisui,,16,370,False,-1
10245,dialga-origin,,70,8487,False,-1
10246,palkia-origin,,63,6590,False,-1
10247,basculin-white-striped,,10,180,False,-1
10248,basculegion-female,,30,1100,False,-1
10249,enamorus-therian,,16,480,False,-1
10250,tauros-paldea-combat-breed,,14,1150,False,-1
10251,tauros-paldea-blaze-breed,,14,850,False,-1
10252,tauros-paldea-aqua-breed,,14,1100,False,-1
10253,wooper-paldea,,4,110,False,-1
10254,oinkologne-female,,10,1200,False,-1
10255,dudunsparce-three-segment,,45,474,False,-1
10256,palafin-hero,,18,974,False,-1
10257,maushold-family-of-three,,3,28,False,-1
10258,tatsugiri-droopy,,3,80,False,-1
10259,tatsugiri-stretchy,,3,80,False,-1
10260,squawkabilly-blue-plumage,,6,24,False,-1
10261,squawkabilly-yellow-plumage,,6,24,False,-1
10262,squawkabilly-white-plumage,,6,24,False,-1
10263,gimmighoul-roaming,,1,10,False,-1
10264,koraidon-limited-build,,35,3030,False,-1
10265,koraidon-sprinting-build,,35,3030,False,-1
10266,koraidon-swimming-build,,35,3030,False,-1
10267,koraidon-gliding-build,,35,3030,False,-1
10268,miraidon-low-power-mode,,28,2400,False,-1
10269,miraidon-drive-mode,,28,2400,False,-1
10270,miraidon-aquatic-mode,,28,2400,False,-1
10271,miraidon-glide-mode,,28,2400,False,-1
10272,ursaluna-bloodmoon,,24,2900,False,-1
10273,ogerpon-wellspring-mask,,12,398,False,-1
10274,ogerpon-hearthflame-mask,,12,398,False,-1
10275,ogerpon-cornerstone-mask,,12,398,False,-1
10276,terapagos-terastal,,3,160,False,-1
10277,terapagos-stellar,,17,770,False,-1
