"unique_id","pokemon_id","name","is_legendary","is_mythical","evolves_from_species","evolution_chain_url","generation"
283,283,"surskit",False,False,"","https://pokeapi.co/api/v2/evolution-chain/141/","generation-iii"
284,284,"masquerain",False,False,"surskit","https://pokeapi.co/api/v2/evolution-chain/141/","generation-iii"
285,285,"shroomish",False,False,"","https://pokeapi.co/api/v2/evolution-chain/142/","generation-iii"
286,286,"breloom",False,False,"shroomish","https://pokeapi.co/api/v2/evolution-chain/142/","generation-iii"
287,287,"slakoth",False,False,"","https://pokeapi.co/api/v2/evolution-chain/143/","generation-iii"
288,288,"vigoroth",False,False,"slakoth","https://pokeapi.co/api/v2/evolution-chain/143/","generation-iii"
289,289,"slaking",False,False,"vigoroth","https://pokeapi.co/api/v2/evolution-chain/143/","generation-iii"
290,290,"nincada",False,False,"","https://pokeapi.co/api/v2/evolution-chain/144/","generation-iii"
291,291,"ninjask",False,False,"nincada","https://pokeapi.co/api/v2/evolution-chain/144/","generation-iii"
292,292,"shedinja",False,False,"nincada","https://pokeapi.co/api/v2/evolution-chain/144/","generation-iii"
293,293,"whismur",False,False,"","https://pokeapi.co/api/v2/evolution-chain/145/","generation-iii"
294,294,"loudred",False,False,"whismur","https://pokeapi.co/api/v2/evolution-chain/145/","generation-iii"
295,295,"exploud",False,False,"loudred","https://pokeapi.co/api/v2/evolution-chain/145/","generation-iii"
296,296,"makuhita",False,False,"","https://pokeapi.co/api/v2/evolution-chain/146/","generation-iii"
297,297,"hariyama",False,False,"makuhita","https://pokeapi.co/api/v2/evolution-chain/146/","generation-iii"
298,298,"azurill",False,False,"","https://pokeapi.co/api/v2/evolution-chain/90/","generation-iii"
299,299,"nosepass",False,False,"","https://pokeapi.co/api/v2/evolution-chain/147/","generation-iii"
300,300,"skitty",False,False,"","https://pokeapi.co/api/v2/evolution-chain/148/","generation-iii"
301,301,"delcatty",False,False,"skitty","https://pokeapi.co/api/v2/evolution-chain/148/","generation-iii"
302,302,"sableye",False,False,"","https://pokeapi.co/api/v2/evolution-chain/149/","generation-iii"
303,303,"mawile",False,False,"","https://pokeapi.co/api/v2/evolution-chain/150/","generation-iii"
304,304,"aron",False,False,"","https://pokeapi.co/api/v2/evolution-chain/151/","generation-iii"
305,305,"lairon",False,False,"aron","https://pokeapi.co/api/v2/evolution-chain/151/","generation-iii"
306,306,"aggron",False,False,"lairon","https://pokeapi.co/api/v2/evolution-chain/151/","generation-iii"
307,307,"meditite",False,False,"","https://pokeapi.co/api/v2/evolution-chain/152/","generation-iii"
308,308,"medicham",False,False,"meditite","https://pokeapi.co/api/v2/evolution-chain/152/","generation-iii"
309,309,"electrike",False,False,"","https://pokeapi.co/api/v2/evolution-chain/153/","generation-iii"
310,310,"manectric",False,False,"electrike","https://pokeapi.co/api/v2/evolution-chain/153/","generation-iii"
311,311,"plusle",False,False,"","https://pokeapi.co/api/v2/evolution-chain/154/","generation-iii"
312,312,"minun",False,False,"","https://pokeapi.co/api/v2/evolution-chain/155/","generation-iii"
313,313,"volbeat",False,False,"","https://pokeapi.co/api/v2/evolution-chain/156/","generation-iii"
314,314,"illumise",False,False,"","https://pokeapi.co/api/v2/evolution-chain/157/","generation-iii"
315,315,"roselia",False,False,"budew","https://pokeapi.co/api/v2/evolution-chain/158/","generation-iii"
316,316,"gulpin",False,False,"","https://pokeapi.co/api/v2/evolution-chain/159/","generation-iii"
317,317,"swalot",False,False,"gulpin","https://pokeapi.co/api/v2/evolution-chain/159/","generation-iii"
318,318,"carvanha",False,False,"","https://pokeapi.co/api/v2/evolution-chain/160/","generation-iii"
319,319,"sharpedo",False,False,"carvanha","https://pokeapi.co/api/v2/evolution-chain/160/","generation-iii"
320,320,"wailmer",False,False,"","https://pokeapi.co/api/v2/evolution-chain/161/","generation-iii"
321,321,"wailord",False,False,"wailmer","https://pokeapi.co/api/v2/evolution-chain/161/","generation-iii"
322,322,"numel",False,False,"","https://pokeapi.co/api/v2/evolution-chain/162/","generation-iii"
323,323,"camerupt",False,False,"numel","https://pokeapi.co/api/v2/evolution-chain/162/","generation-iii"
324,324,"torkoal",False,False,"","https://pokeapi.co/api/v2/evolution-chain/163/","generation-iii"
325,325,"spoink",False,False,"","https://pokeapi.co/api/v2/evolution-chain/164/","generation-iii"
326,326,"grumpig",False,False,"spoink","https://pokeapi.co/api/v2/evolution-chain/164/","generation-iii"
327,327,"spinda",False,False,"","https://pokeapi.co/api/v2/evolution-chain/165/","generation-iii"
328,328,"trapinch",False,False,"","https://pokeapi.co/api/v2/evolution-chain/166/","generation-iii"
329,329,"vibrava",False,False,"trapinch","https://pokeapi.co/api/v2/evolution-chain/166/","generation-iii"
330,330,"flygon",False,False,"vibrava","https://pokeapi.co/api/v2/evolution-chain/166/","generation-iii"
331,331,"cacnea",False,False,"","https://pokeapi.co/api/v2/evolution-chain/167/","generation-iii"
332,332,"cacturne",False,False,"cacnea","https://pokeapi.co/api/v2/evolution-chain/167/","generation-iii"
333,333,"swablu",False,False,"","https://pokeapi.co/api/v2/evolution-chain/168/","generation-iii"
334,334,"altaria",False,False,"swablu","https://pokeapi.co/api/v2/evolution-chain/168/","generation-iii"
335,335,"zangoose",False,False,"","https://pokeapi.co/api/v2/evolution-chain/169/","generation-iii"
336,336,"seviper",False,False,"","https://pokeapi.co/api/v2/evolution-chain/170/","generation-iii"
337,337,"lunatone",False,False,"","https://pokeapi.co/api/v2/evolution-chain/171/","generation-iii"
338,338,"solrock",False,False,"","https://pokeapi.co/api/v2/evolution-chain/172/","generation-iii"
339,339,"barboach",False,False,"","https://pokeapi.co/api/v2/evolution-chain/173/","generation-iii"
340,340,"whiscash",False,False,"barboach","https://pokeapi.co/api/v2/evolution-chain/173/","generation-iii"
341,341,"corphish",False,False,"","https://pokeapi.co/api/v2/evolution-chain/174/","generation-iii"
342,342,"crawdaunt",False,False,"corphish","https://pokeapi.co/api/v2/evolution-chain/174/","generation-iii"
343,343,"baltoy",False,False,"","https://pokeapi.co/api/v2/evolution-chain/175/","generation-iii"
344,344,"claydol",False,False,"baltoy","https://pokeapi.co/api/v2/evolution-chain/175/","generation-iii"
345,345,"lileep",False,False,"","https://pokeapi.co/api/v2/evolution-chain/176/","generation-iii"
346,346,"cradily",False,False,"lileep","https://pokeapi.co/api/v2/evolution-chain/176/","generation-iii"
347,347,"anorith",False,False,"","https://pokeapi.co/api/v2/evolution-chain/177/","generation-iii"
348,348,"armaldo",False,False,"anorith","https://pokeapi.co/api/v2/evolution-chain/177/","generation-iii"
349,349,"feebas",False,False,"","https://pokeapi.co/api/v2/evolution-chain/178/","generation-iii"
350,350,"milotic",False,False,"feebas","https://pokeapi.co/api/v2/evolution-chain/178/","generation-iii"
351,351,"castform",False,False,"","https://pokeapi.co/api/v2/evolution-chain/179/","generation-iii"
352,352,"kecleon",False,False,"","https://pokeapi.co/api/v2/evolution-chain/180/","generation-iii"
353,353,"shuppet",False,False,"","https://pokeapi.co/api/v2/evolution-chain/181/","generation-iii"
354,354,"banette",False,False,"shuppet","https://pokeapi.co/api/v2/evolution-chain/181/","generation-iii"
355,355,"duskull",False,False,"","https://pokeapi.co/api/v2/evolution-chain/182/","generation-iii"
356,356,"dusclops",False,False,"duskull","https://pokeapi.co/api/v2/evolution-chain/182/","generation-iii"
357,357,"tropius",False,False,"","https://pokeapi.co/api/v2/evolution-chain/183/","generation-iii"
358,358,"chimecho",False,False,"chingling","https://pokeapi.co/api/v2/evolution-chain/184/","generation-iii"
359,359,"absol",False,False,"","https://pokeapi.co/api/v2/evolution-chain/185/","generation-iii"
360,360,"wynaut",False,False,"","https://pokeapi.co/api/v2/evolution-chain/100/","generation-iii"
361,361,"snorunt",False,False,"","https://pokeapi.co/api/v2/evolution-chain/186/","generation-iii"
362,362,"glalie",False,False,"snorunt","https://pokeapi.co/api/v2/evolution-chain/186/","generation-iii"
363,363,"spheal",False,False,"","https://pokeapi.co/api/v2/evolution-chain/187/","generation-iii"
364,364,"sealeo",False,False,"spheal","https://pokeapi.co/api/v2/evolution-chain/187/","generation-iii"
365,365,"walrein",False,False,"sealeo","https://pokeapi.co/api/v2/evolution-chain/187/","generation-iii"
366,366,"clamperl",False,False,"","https://pokeapi.co/api/v2/evolution-chain/188/","generation-iii"
367,367,"huntail",False,False,"clamperl","https://pokeapi.co/api/v2/evolution-chain/188/","generation-iii"
368,368,"gorebyss",False,False,"clamperl","https://pokeapi.co/api/v2/evolution-chain/188/","generation-iii"
369,369,"relicanth",False,False,"","https://pokeapi.co/api/v2/evolution-chain/189/","generation-iii"
370,370,"luvdisc",False,False,"","https://pokeapi.co/api/v2/evolution-chain/190/","generation-iii"
371,371,"bagon",False,False,"","https://pokeapi.co/api/v2/evolution-chain/191/","generation-iii"
372,372,"shelgon",False,False,"bagon","https://pokeapi.co/api/v2/evolution-chain/191/","generation-iii"
373,373,"salamence",False,False,"shelgon","https://pokeapi.co/api/v2/evolution-chain/191/","generation-iii"
374,374,"beldum",False,False,"","https://pokeapi.co/api/v2/evolution-chain/192/","generation-iii"
375,375,"metang",False,False,"beldum","https://pokeapi.co/api/v2/evolution-chain/192/","generation-iii"
376,376,"metagross",False,False,"metang","https://pokeapi.co/api/v2/evolution-chain/192/","generation-iii"
377,377,"regirock",True,False,"","https://pokeapi.co/api/v2/evolution-chain/193/","generation-iii"
378,378,"regice",True,False,"","https://pokeapi.co/api/v2/evolution-chain/194/","generation-iii"
379,379,"registeel",True,False,"","https://pokeapi.co/api/v2/evolution-chain/195/","generation-iii"
380,380,"latias",True,False,"","https://pokeapi.co/api/v2/evolution-chain/196/","generation-iii"
381,381,"latios",True,False,"","https://pokeapi.co/api/v2/evolution-chain/197/","generation-iii"
382,382,"kyogre",True,False,"","https://pokeapi.co/api/v2/evolution-chain/198/","generation-iii"
383,383,"groudon",True,False,"","https://pokeapi.co/api/v2/evolution-chain/199/","generation-iii"
384,384,"rayquaza",True,False,"","https://pokeapi.co/api/v2/evolution-chain/200/","generation-iii"
385,385,"jirachi",False,True,"","https://pokeapi.co/api/v2/evolution-chain/201/","generation-iii"
386,386,"deoxys",False,True,"","https://pokeapi.co/api/v2/evolution-chain/202/","generation-iii"
387,387,"turtwig",False,False,"","https://pokeapi.co/api/v2/evolution-chain/203/","generation-iv"
388,388,"grotle",False,False,"turtwig","https://pokeapi.co/api/v2/evolution-chain/203/","generation-iv"
389,389,"torterra",False,False,"grotle","https://pokeapi.co/api/v2/evolution-chain/203/","generation-iv"
390,390,"chimchar",False,False,"","https://pokeapi.co/api/v2/evolution-chain/204/","generation-iv"
391,391,"monferno",False,False,"chimchar","https://pokeapi.co/api/v2/evolution-chain/204/","generation-iv"
392,392,"infernape",False,False,"monferno","https://pokeapi.co/api/v2/evolution-chain/204/","generation-iv"
393,393,"piplup",False,False,"","https://pokeapi.co/api/v2/evolution-chain/205/","generation-iv"
394,394,"prinplup",False,False,"piplup","https://pokeapi.co/api/v2/evolution-chain/205/","generation-iv"
395,395,"empoleon",False,False,"prinplup","https://pokeapi.co/api/v2/evolution-chain/205/","generation-iv"
396,396,"starly",False,False,"","https://pokeapi.co/api/v2/evolution-chain/206/","generation-iv"
397,397,"staravia",False,False,"starly","https://pokeapi.co/api/v2/evolution-chain/206/","generation-iv"
398,398,"staraptor",False,False,"staravia","https://pokeapi.co/api/v2/evolution-chain/206/","generation-iv"
399,399,"bidoof",False,False,"","https://pokeapi.co/api/v2/evolution-chain/207/","generation-iv"
400,400,"bibarel",False,False,"bidoof","https://pokeapi.co/api/v2/evolution-chain/207/","generation-iv"
401,401,"kricketot",False,False,"","https://pokeapi.co/api/v2/evolution-chain/208/","generation-iv"
402,402,"kricketune",False,False,"kricketot","https://pokeapi.co/api/v2/evolution-chain/208/","generation-iv"
403,403,"shinx",False,False,"","https://pokeapi.co/api/v2/evolution-chain/209/","generation-iv"
404,404,"luxio",False,False,"shinx","https://pokeapi.co/api/v2/evolution-chain/209/","generation-iv"
405,405,"luxray",False,False,"luxio","https://pokeapi.co/api/v2/evolution-chain/209/","generation-iv"
406,406,"budew",False,False,"","https://pokeapi.co/api/v2/evolution-chain/158/","generation-iv"
407,407,"roserade",False,False,"roselia","https://pokeapi.co/api/v2/evolution-chain/158/","generation-iv"
408,408,"cranidos",False,False,"","https://pokeapi.co/api/v2/evolution-chain/211/","generation-iv"
409,409,"rampardos",False,False,"cranidos","https://pokeapi.co/api/v2/evolution-chain/211/","generation-iv"
410,410,"shieldon",False,False,"","https://pokeapi.co/api/v2/evolution-chain/212/","generation-iv"
411,411,"bastiodon",False,False,"shieldon","https://pokeapi.co/api/v2/evolution-chain/212/","generation-iv"
412,412,"burmy",False,False,"","https://pokeapi.co/api/v2/evolution-chain/213/","generation-iv"
413,413,"wormadam",False,False,"burmy","https://pokeapi.co/api/v2/evolution-chain/213/","generation-iv"
414,414,"mothim",False,False,"burmy","https://pokeapi.co/api/v2/evolution-chain/213/","generation-iv"
415,415,"combee",False,False,"","https://pokeapi.co/api/v2/evolution-chain/214/","generation-iv"
416,416,"vespiquen",False,False,"combee","https://pokeapi.co/api/v2/evolution-chain/214/","generation-iv"
417,417,"pachirisu",False,False,"","https://pokeapi.co/api/v2/evolution-chain/215/","generation-iv"
418,418,"buizel",False,False,"","https://pokeapi.co/api/v2/evolution-chain/216/","generation-iv"
419,419,"floatzel",False,False,"buizel","https://pokeapi.co/api/v2/evolution-chain/216/","generation-iv"
420,420,"cherubi",False,False,"","https://pokeapi.co/api/v2/evolution-chain/217/","generation-iv"
421,421,"cherrim",False,False,"cherubi","https://pokeapi.co/api/v2/evolution-chain/217/","generation-iv"
422,422,"shellos",False,False,"","https://pokeapi.co/api/v2/evolution-chain/218/","generation-iv"
423,423,"gastrodon",False,False,"shellos","https://pokeapi.co/api/v2/evolution-chain/218/","generation-iv"
424,424,"ambipom",False,False,"aipom","https://pokeapi.co/api/v2/evolution-chain/93/","generation-iv"
425,425,"drifloon",False,False,"","https://pokeapi.co/api/v2/evolution-chain/219/","generation-iv"
426,426,"drifblim",False,False,"drifloon","https://pokeapi.co/api/v2/evolution-chain/219/","generation-iv"
427,427,"buneary",False,False,"","https://pokeapi.co/api/v2/evolution-chain/220/","generation-iv"
428,428,"lopunny",False,False,"buneary","https://pokeapi.co/api/v2/evolution-chain/220/","generation-iv"
429,429,"mismagius",False,False,"misdreavus","https://pokeapi.co/api/v2/evolution-chain/98/","generation-iv"
430,430,"honchkrow",False,False,"murkrow","https://pokeapi.co/api/v2/evolution-chain/97/","generation-iv"
431,431,"glameow",False,False,"","https://pokeapi.co/api/v2/evolution-chain/221/","generation-iv"
432,432,"purugly",False,False,"glameow","https://pokeapi.co/api/v2/evolution-chain/221/","generation-iv"
433,433,"chingling",False,False,"","https://pokeapi.co/api/v2/evolution-chain/184/","generation-iv"
434,434,"stunky",False,False,"","https://pokeapi.co/api/v2/evolution-chain/223/","generation-iv"
435,435,"skuntank",False,False,"stunky","https://pokeapi.co/api/v2/evolution-chain/223/","generation-iv"
436,436,"bronzor",False,False,"","https://pokeapi.co/api/v2/evolution-chain/224/","generation-iv"
437,437,"bronzong",False,False,"bronzor","https://pokeapi.co/api/v2/evolution-chain/224/","generation-iv"
438,438,"bonsly",False,False,"","https://pokeapi.co/api/v2/evolution-chain/91/","generation-iv"
439,439,"mime-jr",False,False,"","https://pokeapi.co/api/v2/evolution-chain/57/","generation-iv"
440,440,"happiny",False,False,"","https://pokeapi.co/api/v2/evolution-chain/51/","generation-iv"
441,441,"chatot",False,False,"","https://pokeapi.co/api/v2/evolution-chain/228/","generation-iv"
442,442,"spiritomb",False,False,"","https://pokeapi.co/api/v2/evolution-chain/229/","generation-iv"
443,443,"gible",False,False,"","https://pokeapi.co/api/v2/evolution-chain/230/","generation-iv"
444,444,"gabite",False,False,"gible","https://pokeapi.co/api/v2/evolution-chain/230/","generation-iv"
445,445,"garchomp",False,False,"gabite","https://pokeapi.co/api/v2/evolution-chain/230/","generation-iv"
446,446,"munchlax",False,False,"","https://pokeapi.co/api/v2/evolution-chain/72/","generation-iv"
447,447,"riolu",False,False,"","https://pokeapi.co/api/v2/evolution-chain/232/","generation-iv"
448,448,"lucario",False,False,"riolu","https://pokeapi.co/api/v2/evolution-chain/232/","generation-iv"
449,449,"hippopotas",False,False,"","https://pokeapi.co/api/v2/evolution-chain/233/","generation-iv"
450,450,"hippowdon",False,False,"hippopotas","https://pokeapi.co/api/v2/evolution-chain/233/","generation-iv"
451,451,"skorupi",False,False,"","https://pokeapi.co/api/v2/evolution-chain/234/","generation-iv"
452,452,"drapion",False,False,"skorupi","https://pokeapi.co/api/v2/evolution-chain/234/","generation-iv"
453,453,"croagunk",False,False,"","https://pokeapi.co/api/v2/evolution-chain/235/","generation-iv"
454,454,"toxicroak",False,False,"croagunk","https://pokeapi.co/api/v2/evolution-chain/235/","generation-iv"
455,455,"carnivine",False,False,"","https://pokeapi.co/api/v2/evolution-chain/236/","generation-iv"
456,456,"finneon",False,False,"","https://pokeapi.co/api/v2/evolution-chain/237/","generation-iv"
457,457,"lumineon",False,False,"finneon","https://pokeapi.co/api/v2/evolution-chain/237/","generation-iv"
458,458,"mantyke",False,False,"","https://pokeapi.co/api/v2/evolution-chain/116/","generation-iv"
459,459,"snover",False,False,"","https://pokeapi.co/api/v2/evolution-chain/239/","generation-iv"
460,460,"abomasnow",False,False,"snover","https://pokeapi.co/api/v2/evolution-chain/239/","generation-iv"
461,461,"weavile",False,False,"sneasel","https://pokeapi.co/api/v2/evolution-chain/109/","generation-iv"
462,462,"magnezone",False,False,"magneton","https://pokeapi.co/api/v2/evolution-chain/34/","generation-iv"
463,463,"lickilicky",False,False,"lickitung","https://pokeapi.co/api/v2/evolution-chain/48/","generation-iv"
464,464,"rhyperior",False,False,"rhydon","https://pokeapi.co/api/v2/evolution-chain/50/","generation-iv"
465,465,"tangrowth",False,False,"tangela","https://pokeapi.co/api/v2/evolution-chain/52/","generation-iv"
466,466,"electivire",False,False,"electabuzz","https://pokeapi.co/api/v2/evolution-chain/60/","generation-iv"
467,467,"magmortar",False,False,"magmar","https://pokeapi.co/api/v2/evolution-chain/61/","generation-iv"
468,468,"togekiss",False,False,"togetic","https://pokeapi.co/api/v2/evolution-chain/87/","generation-iv"
469,469,"yanmega",False,False,"yanma","https://pokeapi.co/api/v2/evolution-chain/95/","generation-iv"
470,470,"leafeon",False,False,"eevee","https://pokeapi.co/api/v2/evolution-chain/67/","generation-iv"
471,471,"glaceon",False,False,"eevee","https://pokeapi.co/api/v2/evolution-chain/67/","generation-iv"
472,472,"gliscor",False,False,"gligar","https://pokeapi.co/api/v2/evolution-chain/104/","generation-iv"
473,473,"mamoswine",False,False,"piloswine","https://pokeapi.co/api/v2/evolution-chain/112/","generation-iv"
474,474,"porygon-z",False,False,"porygon2","https://pokeapi.co/api/v2/evolution-chain/68/","generation-iv"
475,475,"gallade",False,False,"kirlia","https://pokeapi.co/api/v2/evolution-chain/140/","generation-iv"
476,476,"probopass",False,False,"nosepass","https://pokeapi.co/api/v2/evolution-chain/147/","generation-iv"
477,477,"dusknoir",False,False,"dusclops","https://pokeapi.co/api/v2/evolution-chain/182/","generation-iv"
478,478,"froslass",False,False,"snorunt","https://pokeapi.co/api/v2/evolution-chain/186/","generation-iv"
479,479,"rotom",False,False,"","https://pokeapi.co/api/v2/evolution-chain/240/","generation-iv"
480,480,"uxie",True,False,"","https://pokeapi.co/api/v2/evolution-chain/241/","generation-iv"
481,481,"mesprit",True,False,"","https://pokeapi.co/api/v2/evolution-chain/242/","generation-iv"
482,482,"azelf",True,False,"","https://pokeapi.co/api/v2/evolution-chain/243/","generation-iv"
483,483,"dialga",True,False,"","https://pokeapi.co/api/v2/evolution-chain/244/","generation-iv"
484,484,"palkia",True,False,"","https://pokeapi.co/api/v2/evolution-chain/245/","generation-iv"
485,485,"heatran",True,False,"","https://pokeapi.co/api/v2/evolution-chain/246/","generation-iv"
486,486,"regigigas",True,False,"","https://pokeapi.co/api/v2/evolution-chain/247/","generation-iv"
487,487,"giratina",True,False,"","https://pokeapi.co/api/v2/evolution-chain/248/","generation-iv"
488,488,"cresselia",True,False,"","https://pokeapi.co/api/v2/evolution-chain/249/","generation-iv"
489,489,"phione",False,True,"","https://pokeapi.co/api/v2/evolution-chain/250/","generation-iv"
490,490,"manaphy",False,True,"","https://pokeapi.co/api/v2/evolution-chain/250/","generation-iv"
491,491,"darkrai",False,True,"","https://pokeapi.co/api/v2/evolution-chain/252/","generation-iv"
492,492,"shaymin",False,True,"","https://pokeapi.co/api/v2/evolution-chain/253/","generation-iv"
493,493,"arceus",False,True,"","https://pokeapi.co/api/v2/evolution-chain/254/","generation-iv"
494,494,"victini",False,True,"","https://pokeapi.co/api/v2/evolution-chain/255/","generation-v"
495,495,"snivy",False,False,"","https://pokeapi.co/api/v2/evolution-chain/256/","generation-v"
496,496,"servine",False,False,"snivy","https://pokeapi.co/api/v2/evolution-chain/256/","generation-v"
497,497,"serperior",False,False,"servine","https://pokeapi.co/api/v2/evolution-chain/256/","generation-v"
498,498,"tepig",False,False,"","https://pokeapi.co/api/v2/evolution-chain/257/","generation-v"
499,499,"pignite",False,False,"tepig","https://pokeapi.co/api/v2/evolution-chain/257/","generation-v"
500,500,"emboar",False,False,"pignite","https://pokeapi.co/api/v2/evolution-chain/257/","generation-v"
501,501,"oshawott",False,False,"","https://pokeapi.co/api/v2/evolution-chain/258/","generation-v"
502,502,"dewott",False,False,"oshawott","https://pokeapi.co/api/v2/evolution-chain/258/","generation-v"
503,503,"samurott",False,False,"dewott","https://pokeapi.co/api/v2/evolution-chain/258/","generation-v"
504,504,"patrat",False,False,"","https://pokeapi.co/api/v2/evolution-chain/259/","generation-v"
505,505,"watchog",False,False,"patrat","https://pokeapi.co/api/v2/evolution-chain/259/","generation-v"
506,506,"lillipup",False,False,"","https://pokeapi.co/api/v2/evolution-chain/260/","generation-v"
507,507,"herdier",False,False,"lillipup","https://pokeapi.co/api/v2/evolution-chain/260/","generation-v"
508,508,"stoutland",False,False,"herdier","https://pokeapi.co/api/v2/evolution-chain/260/","generation-v"
509,509,"purrloin",False,False,"","https://pokeapi.co/api/v2/evolution-chain/261/","generation-v"
510,510,"liepard",False,False,"purrloin","https://pokeapi.co/api/v2/evolution-chain/261/","generation-v"
511,511,"pansage",False,False,"","https://pokeapi.co/api/v2/evolution-chain/262/","generation-v"
512,512,"simisage",False,False,"pansage","https://pokeapi.co/api/v2/evolution-chain/262/","generation-v"
513,513,"pansear",False,False,"","https://pokeapi.co/api/v2/evolution-chain/263/","generation-v"
514,514,"simisear",False,False,"pansear","https://pokeapi.co/api/v2/evolution-chain/263/","generation-v"
515,515,"panpour",False,False,"","https://pokeapi.co/api/v2/evolution-chain/264/","generation-v"
516,516,"simipour",False,False,"panpour","https://pokeapi.co/api/v2/evolution-chain/264/","generation-v"
517,517,"munna",False,False,"","https://pokeapi.co/api/v2/evolution-chain/265/","generation-v"
518,518,"musharna",False,False,"munna","https://pokeapi.co/api/v2/evolution-chain/265/","generation-v"
519,519,"pidove",False,False,"","https://pokeapi.co/api/v2/evolution-chain/266/","generation-v"
520,520,"tranquill",False,False,"pidove","https://pokeapi.co/api/v2/evolution-chain/266/","generation-v"
521,521,"unfezant",False,False,"tranquill","https://pokeapi.co/api/v2/evolution-chain/266/","generation-v"
522,522,"blitzle",False,False,"","https://pokeapi.co/api/v2/evolution-chain/267/","generation-v"
523,523,"zebstrika",False,False,"blitzle","https://pokeapi.co/api/v2/evolution-chain/267/","generation-v"
524,524,"roggenrola",False,False,"","https://pokeapi.co/api/v2/evolution-chain/268/","generation-v"
525,525,"boldore",False,False,"roggenrola","https://pokeapi.co/api/v2/evolution-chain/268/","generation-v"
526,526,"gigalith",False,False,"boldore","https://pokeapi.co/api/v2/evolution-chain/268/","generation-v"
527,527,"woobat",False,False,"","https://pokeapi.co/api/v2/evolution-chain/269/","generation-v"
528,528,"swoobat",False,False,"woobat","https://pokeapi.co/api/v2/evolution-chain/269/","generation-v"
529,529,"drilbur",False,False,"","https://pokeapi.co/api/v2/evolution-chain/270/","generation-v"
530,530,"excadrill",False,False,"drilbur","https://pokeapi.co/api/v2/evolution-chain/270/","generation-v"
531,531,"audino",False,False,"","https://pokeapi.co/api/v2/evolution-chain/271/","generation-v"
532,532,"timburr",False,False,"","https://pokeapi.co/api/v2/evolution-chain/272/","generation-v"
533,533,"gurdurr",False,False,"timburr","https://pokeapi.co/api/v2/evolution-chain/272/","generation-v"
534,534,"conkeldurr",False,False,"gurdurr","https://pokeapi.co/api/v2/evolution-chain/272/","generation-v"
535,535,"tympole",False,False,"","https://pokeapi.co/api/v2/evolution-chain/273/","generation-v"
536,536,"palpitoad",False,False,"tympole","https://pokeapi.co/api/v2/evolution-chain/273/","generation-v"
537,537,"seismitoad",False,False,"palpitoad","https://pokeapi.co/api/v2/evolution-chain/273/","generation-v"
538,538,"throh",False,False,"","https://pokeapi.co/api/v2/evolution-chain/274/","generation-v"
539,539,"sawk",False,False,"","https://pokeapi.co/api/v2/evolution-chain/275/","generation-v"
540,540,"sewaddle",False,False,"","https://pokeapi.co/api/v2/evolution-chain/276/","generation-v"
541,541,"swadloon",False,False,"sewaddle","https://pokeapi.co/api/v2/evolution-chain/276/","generation-v"
542,542,"leavanny",False,False,"swadloon","https://pokeapi.co/api/v2/evolution-chain/276/","generation-v"
543,543,"venipede",False,False,"","https://pokeapi.co/api/v2/evolution-chain/277/","generation-v"
544,544,"whirlipede",False,False,"venipede","https://pokeapi.co/api/v2/evolution-chain/277/","generation-v"
545,545,"scolipede",False,False,"whirlipede","https://pokeapi.co/api/v2/evolution-chain/277/","generation-v"
546,546,"cottonee",False,False,"","https://pokeapi.co/api/v2/evolution-chain/278/","generation-v"
547,547,"whimsicott",False,False,"cottonee","https://pokeapi.co/api/v2/evolution-chain/278/","generation-v"
548,548,"petilil",False,False,"","https://pokeapi.co/api/v2/evolution-chain/279/","generation-v"
549,549,"lilligant",False,False,"petilil","https://pokeapi.co/api/v2/evolution-chain/279/","generation-v"
550,550,"basculin",False,False,"","https://pokeapi.co/api/v2/evolution-chain/280/","generation-v"
551,551,"sandile",False,False,"","https://pokeapi.co/api/v2/evolution-chain/281/","generation-v"
552,552,"krokorok",False,False,"sandile","https://pokeapi.co/api/v2/evolution-chain/281/","generation-v"
553,553,"krookodile",False,False,"krokorok","https://pokeapi.co/api/v2/evolution-chain/281/","generation-v"
554,554,"darumaka",False,False,"","https://pokeapi.co/api/v2/evolution-chain/282/","generation-v"
555,555,"darmanitan",False,False,"darumaka","https://pokeapi.co/api/v2/evolution-chain/282/","generation-v"
556,556,"maractus",False,False,"","https://pokeapi.co/api/v2/evolution-chain/283/","generation-v"
557,557,"dwebble",False,False,"","https://pokeapi.co/api/v2/evolution-chain/284/","generation-v"
558,558,"crustle",False,False,"dwebble","https://pokeapi.co/api/v2/evolution-chain/284/","generation-v"
559,559,"scraggy",False,False,"","https://pokeapi.co/api/v2/evolution-chain/285/","generation-v"
560,560,"scrafty",False,False,"scraggy","https://pokeapi.co/api/v2/evolution-chain/285/","generation-v"
561,561,"sigilyph",False,False,"","https://pokeapi.co/api/v2/evolution-chain/286/","generation-v"
562,562,"yamask",False,False,"","https://pokeapi.co/api/v2/evolution-chain/287/","generation-v"
563,563,"cofagrigus",False,False,"yamask","https://pokeapi.co/api/v2/evolution-chain/287/","generation-v"
564,564,"tirtouga",False,False,"","https://pokeapi.co/api/v2/evolution-chain/288/","generation-v"
565,565,"carracosta",False,False,"tirtouga","https://pokeapi.co/api/v2/evolution-chain/288/","generation-v"
566,566,"archen",False,False,"","https://pokeapi.co/api/v2/evolution-chain/289/","generation-v"
567,567,"archeops",False,False,"archen","https://pokeapi.co/api/v2/evolution-chain/289/","generation-v"
