species_id,flavor_text,language,version
61,"The spiral pattern on its belly
subtly undulates. Staring at it
gradually causes drowsiness.",en,white
61,"The spiral pattern on its belly
subtly undulates. Staring at it
gradually causes drowsiness.",en,black-2
61,"The spiral pattern on its belly
subtly undulates. Staring at it
gradually causes drowsiness.",en,white-2
61,"It can live in or out of water. When out of water,
it constantly sweats to keep its body slimy.",en,x
61,"Its two legs are well developed. Even though it can
live on the ground, it prefers living in water.",en,y
61,"The surface of Poliwhirl’s body is always wet and slick with
a slimy fluid. Because of this slippery covering, it can easily
slip and slide out of the clutches of any enemy in battle.",en,omega-ruby
61,"The surface of Poliwhirl’s body is always wet and slick with
a slimy fluid. Because of this slippery covering, it can easily
slip and slide out of the clutches of any enemy in battle.",en,alpha-sapphire
61,"Although it can live on land, it prefers to stay in
the water, where it has fewer natural enemies.",en,sun
61,"It marches over the land in search of bug
Pokémon to eat. Then it takes them underwater
so it can dine on them where it’s safe.",en,moon
61,"Although it has become capable of living on
land, it spends its time in the water, where
its prey, fish Pokémon, are plentiful.",en,ultra-sun
61,"Its health suffers when its skin dries out, so be
sure to moisturize it diligently.",en,ultra-moon
61,"Under attack, it uses its belly spiral to put
the foe to sleep. It then makes its escape.",en,lets-go-pikachu
61,"Under attack, it uses its belly spiral to put
the foe to sleep. It then makes its escape.",en,lets-go-eevee
61,"Staring at the swirl on its belly causes drowsiness.
This trait of Poliwhirl’s has been used in place of
lullabies to get children to go to sleep.",en,sword
61,"This Pokémon’s sweat is a slimy mucus. When
captured, Poliwhirl can slither from its enemies’
grasp and escape.",en,shield
62,"An adept swimmer
at both the front
crawl and breaststroke. Easily
overtakes the best
human swimmers.",en,red
62,"An adept swimmer
at both the front
crawl and breaststroke. Easily
overtakes the best
human swimmers.",en,blue
62,"Swims powerfully
using all the
muscles in itsbody. It can even
overtake champion
swimmers.",en,yellow
62,"This strong and
skilled swimmer is
even capable ofcrossing the
Pacific Ocean just
by kicking.",en,gold
62,"Although an ener­
getic, skilled
swimmer that usesall of its mus­
cles, it lives on
dry land.",en,silver
62,"It can use its
well-developed
arms and legs torun on the surface
of the water for a
split second.",en,crystal
62,"POLIWRATH’s highly developed, brawny
muscles never grow fatigued, however
much it exercises.It is so tirelessly strong, this POKéMON
can swim back and forth across the
Pacific Ocean without effort.",en,ruby
62,"POLIWRATH’s highly developed, brawny
muscles never grow fatigued, however
much it exercises.It is so tirelessly strong, this POKéMON
can swim back and forth across the
Pacific Ocean without effort.",en,sapphire
62,"Its highly developed muscles never grow
fatigued, however much it exercises.
This POKéMON can swim back and forth
across the Pacific Ocean without effort.",en,emerald
62,"An adept swimmer, it knows the front
crawl, butterfly, and more. It is faster
than the best human swimmers.",en,firered
62,"A swimmer adept at both the front crawl
and breaststroke. Easily overtakes the
best human swimmers.",en,leafgreen
62,"With its extremely tough muscles,
it can keep swimming in the Pacific
Ocean without resting.",en,diamond
62,"With its extremely tough muscles,
it can keep swimming in the Pacific
Ocean without resting.",en,pearl
62,"With its extremely tough muscles,
it can keep swimming in the Pacific
Ocean without resting.",en,platinum
62,"This strong and skilled swimmer is
even capable of crossing the
Pacific Ocean just by kicking.",en,heartgold
62,"Although an energetic, skilled
swimmer that uses all of its muscles,
it lives on dry land.",en,soulsilver
62,"With its extremely tough muscles,
it can keep swimming in the Pacific
Ocean without resting.",en,black
62,"With its extremely tough muscles,
it can keep swimming in the Pacific
Ocean without resting.",en,white
62,"With its extremely tough muscles,
it can keep swimming in the Pacific
Ocean without resting.",en,black-2
62,"With its extremely tough muscles,
it can keep swimming in the Pacific
Ocean without resting.",en,white-2
62,"With its extremely tough muscles, it can keep
swimming in the Pacific Ocean without resting.",en,x
62,"A swimmer adept at both the front crawl and
breaststroke. Easily overtakes the best
human swimmers.",en,y
62,"Poliwrath’s highly developed, brawny muscles never grow
fatigued, however much it exercises. It is so tirelessly strong,
this Pokémon can swim back and forth across the ocean
without effort.",en,omega-ruby
62,"Poliwrath’s highly developed, brawny muscles never grow
fatigued, however much it exercises. It is so tirelessly strong,
this Pokémon can swim back and forth across the ocean
without effort.",en,alpha-sapphire
62,"Poliwrath in the Alola region are strong
swimmers that use the breaststroke. Many
children learn to swim by imitating Poliwrath.",en,sun
62,"Its percentage of body fat is nearly zero. Its
body is entirely muscle, which makes it heavy
and forces its swimming prowess to develop.",en,moon
62,"It’s quite a gifted swimmer, even among
Water-type Pokémon, but it normally spends its
time on land.",en,ultra-sun
62,"The muscles it has developed through swimming
are thick and powerful. When it lands a square
punch, it can turn huge boulders to dust.",en,ultra-moon
62,"Swims powerfully using all the muscles in its
body. It can even overtake world-class swimmers.",en,lets-go-pikachu
62,"Swims powerfully using all the muscles in its
body. It can even overtake world-class swimmers.",en,lets-go-eevee
62,"Its body is solid muscle. When swimming through
cold seas, Poliwrath uses its impressive arms to
smash through drift ice and plow forward.",en,sword
62,"Poliwrath is skilled at both swimming and martial
arts. It uses its well-trained arms to dish out
powerful punches.",en,shield
63,"Using its ability
to read minds, it
will identifyimpending danger
and TELEPORT to
safety.",en,red
63,"Using its ability
to read minds, it
will identifyimpending danger
and TELEPORT to
safety.",en,blue
63,"Sleeps 18 hours a
day. If it senses
danger, it willteleport itself to
safety even as it
sleeps.",en,yellow
63,"It senses impend­
ing attacks and
TELEPORTS away tosafety before the
actual attacks can
strike.",en,gold
63,"If it decides to
TELEPORT randomly,
it creates theillusion that it
has created copies
of itself.",en,silver
63,"It hypnotizes
itself so that it
can teleport awaywhen it senses
danger, even
if it is asleep.",en,crystal
63,"ABRA sleeps for eighteen hours a day.
However, it can sense the presence of
foes even while it is sleeping.In such a situation, this POKéMON
immediately teleports to safety.",en,ruby
63,"ABRA needs to sleep for eighteen hours
a day. If it doesn’t, this POKéMON loses
its ability to use telekinetic powers.If it is attacked, ABRA escapes using
TELEPORT while it is still sleeping.",en,sapphire
63,"A POKéMON that sleeps 18 hours a day.
Observation revealed that it uses
TELEPORT to change its location once
every hour.",en,emerald
63,"It sleeps for 18 hours a day. It uses a
variety of extrasensory powers even
while asleep.",en,firered
63,"Using its ability to read minds, it will
sense impending danger and TELEPORT to
safety.",en,leafgreen
63,"It sleeps for 18 hours a day.
Even when awake, it teleports
itself while remaining seated.",en,diamond
63,"Even while asleep, it maintains a
telepathic radar. It teleports
when it is threatened.",en,pearl
63,"Using its psychic power is such a
strain on its brain that it needs
to sleep for 18 hours a day.",en,platinum
63,"It senses impending attacks and
teleports away to safety before the
actual attacks can strike.",en,heartgold
63,"If it decides to teleport randomly,
it evokes the illusion that it
has created copies of itself.",en,soulsilver
63,"Using its psychic power is such a
strain on its brain that it needs
to sleep for 18 hours a day.",en,black
63,"Using its psychic power is such a
strain on its brain that it needs
to sleep for 18 hours a day.",en,white
63,"Using its psychic power is such a
strain on its brain that it needs
to sleep for 18 hours a day.",en,black-2
63,"Using its psychic power is such a
strain on its brain that it needs
to sleep for 18 hours a day.",en,white-2
63,"It sleeps for 18 hours a day. It uses a variety of
extrasensory powers even while asleep.",en,x
63,"It senses impending attacks and teleports away to
safety before the actual attacks can strike.",en,y
63,"Abra sleeps for eighteen hours a day. However, it can sense
the presence of foes even while it is sleeping. In such a
situation, this Pokémon immediately teleports to safety.",en,omega-ruby
63,"Abra needs to sleep for eighteen hours a day. If it doesn’t,
this Pokémon loses its ability to use telekinetic powers. If it is
attacked, Abra escapes using Teleport while it is still sleeping.",en,alpha-sapphire
63,"It sleeps 18 hours a day. Even while sleeping,
it will teleport itself to treetops and pick and
eat berries there.",en,sun
63,"It can teleport itself to safety while it’s asleep,
but when it wakes, it doesn’t know where it is,
so it panics.",en,moon
63,"It uses various psychic powers even while it’s
sleeping, so you can’t tell whether or not
it’s awake.",en,ultra-sun
63,"It can read others’ minds and will teleport away
when danger approaches. You must clear your
mind if you want to catch it.",en,ultra-moon
63,"Sleeps 18 hours a day. If it senses danger,
it will teleport itself to safety even as it sleeps.",en,lets-go-pikachu
63,"Sleeps 18 hours a day. If it senses danger,
it will teleport itself to safety even as it sleeps.",en,lets-go-eevee
63,"This Pokémon uses its psychic powers while it
sleeps. The contents of Abra’s dreams affect the
powers that the Pokémon wields.",en,sword
63,"Abra can teleport in its sleep. Apparently
the more deeply Abra sleeps, the farther its
teleportations go.",en,shield
63,"Spends 18 hours of the day sleeping. Even while asleep, Abra
can control its psychic powers—should danger approach, the
Pokémon will simply teleport away.",en,legends-arceus
64,"It emits special
alpha waves from
its body thatinduce headaches
just by being
close by.",en,red
64,"It emits special
alpha waves from
its body thatinduce headaches
just by being
close by.",en,blue
64,"Many odd things
happen if this
POKéMON is closeby. For example,
it makes clocks
run backwards.",en,yellow
64,"It possesses
strong spiritual
power. The moredanger it faces,
the stronger its
psychic power.",en,gold
64,"If it uses its
abilities, it
emits specialalpha waves that
cause machines to
malfunction.",en,silver
64,"When it closes its
eyes, twice as
many alpha parti­cles come out of
the surface of its
body.",en,crystal
64,"KADABRA emits a peculiar alpha wave
if it develops a headache. Only those
people with a particularly strongpsyche can hope to become a TRAINER
of this POKéMON.",en,ruby
64,"KADABRA holds a silver spoon in its
hand. The spoon is used to amplify the
alpha waves in its brain.Without the spoon, the POKéMON is said
to be limited to half the usual amount
of its telekinetic powers.",en,sapphire
64,"It is rumored that a boy with psychic
abilities suddenly transformed into
KADABRA while he was assisting research
into extrasensory powers.",en,emerald
64,"It happened one morning - a boy with
extrasensory powers awoke in bed
transformed into KADABRA.",en,firered
64,"It emits special alpha waves from its
body that induce headaches just by being
close.",en,leafgreen
64,"If one is nearby, an eerie shadow
appears on TV screens. Seeing the
shadow is said to bring bad luck.",en,diamond
64,"When it uses its psychic power, it
emits strong ha waves that can
ruin precision devices.",en,pearl
64,"It stares at its silver spoon to
focus its mind. It emits more alpha
waves while doing so.",en,platinum
64,"It possesses strong spiritual power.
The more danger it faces,
the stronger its psychic power.",en,heartgold
64,"If it uses its abilities, it
emits special alpha waves that
cause machines to malfunction.",en,soulsilver
64,"It stares at its silver spoon to
focus its mind. It emits more alpha
waves while doing so.",en,black
64,"It stares at its silver spoon to
focus its mind. It emits more alpha
waves while doing so.",en,white
64,"It stares at its silver spoon to
focus its mind. It emits more alpha
waves while doing so.",en,black-2
64,"It stares at its silver spoon to
focus its mind. It emits more alpha
waves while doing so.",en,white-2
64,"When it uses its psychic power, it emits strong
alpha waves that can ruin precision devices.",en,x
64,"If it uses its abilities, it emits special alpha waves
that cause machines to malfunction.",en,y
64,"Kadabra emits a peculiar alpha wave if it develops a headache.
Only those people with a particularly strong psyche can hope
to become a Trainer of this Pokémon.",en,omega-ruby
64,"Kadabra holds a silver spoon in its hand. The spoon is used
to amplify the alpha waves in its brain. Without the spoon, the
Pokémon is said to be limited to half the usual amount of its
telekinetic powers.",en,alpha-sapphire
64,"A theory exists that this Pokémon was a young
boy who couldn’t control his psychic powers
and ended up transformed into this Pokémon.",en,sun
64,"Kadabra’s presence infests televisions and
monitors with creepy shadows that bring
bad luck.",en,moon
64,"It stares at a silver spoon to amplify its psychic
powers before it lets loose. Apparently, gold
spoons are no good.",en,ultra-sun
64,"It possesses strong mental capabilities, but its
psychic powers are halved when it’s not
holding a silver spoon.",en,ultra-moon
64,"Many odd things happen if this Pokémon is
close by. For example, it makes clocks
run backward.",en,lets-go-pikachu
64,"Many odd things happen if this Pokémon is
close by. For example, it makes clocks
run backward.",en,lets-go-eevee
64,"Using its psychic power, Kadabra levitates as it
sleeps. It uses its springy tail as a pillow.",en,sword
64,"This Pokémon’s telekinesis is immensely powerful.
To prepare for evolution, Kadabra stores up
psychic energy in the star on its forehead.",en,shield
64,"There are rumors that a child with mystical powers became
a Kadabra; however, this remains unverified. I suspect that
the spoon Kadabra holds enhances its brain waves.",en,legends-arceus
65,"Its brain can out­
perform a super­
computer.Its intelligence
quotient is said
to be 5,000.",en,red
65,"Its brain can out­
perform a super­
computer.Its intelligence
quotient is said
to be 5,000.",en,blue
65,"A POKéMON that can
memorize anything.
It never forgetswhat it learns--
that's why this
POKéMON is smart.",en,yellow
65,"Closing both its
eyes heightens all
its other senses.This enables it to
use its abilities
to their extremes.",en,gold
65,"Its brain cells
multiply continu­
ally until itdies. As a result,
it remembers
everything.",en,silver
65,"It has an IQ of
5000. It calcu­
lates many thingsin order to gain
the edge in every
battle.",en,crystal
65,"ALAKAZAM’s brain continually grows,
making its head far too heavy to
support with its neck.This POKéMON holds its head up using
its psychokinetic power instead.",en,ruby
65,"ALAKAZAM’s brain continually grows,
infinitely multiplying brain cells.
This amazing brain gives this POKéMONan astoundingly high IQ of 5,000.
It has a thorough memory of everything
that has occurred in the world.",en,sapphire
65,"While it has strong psychic abilities and
high intelligence, an ALAKAZAM’s muscles
are very weak. It uses psychic power to
move its body.",en,emerald
65,"It does not like physical attacks very 
much. Instead, it freely uses extra­
sensory powers to defeat foes.",en,firered
65,"Its brain can outperform a supercomputer.
Its IQ (intelligence quotient) is said to
be around 5,000.",en,leafgreen
65,"Its superb memory lets it recall
everything it has experienced from
birth. Its IQ exceeds 5,000.",en,diamond
65,"Its highly developed brain is on
par with a supercomputer. It can
use all forms of psychic abilities.",en,pearl
65,"The spoons clutched in its hands
are said to have been created by
its psychic powers.",en,platinum
65,"Closing both its eyes heightens all
its other senses. This enables it to
use its abilities to their extremes.",en,heartgold
65,"Its brain cells multiply continually
until it dies. As a result,
it remembers everything.",en,soulsilver
65,"The spoons clutched in its hands
are said to have been created by
its psychic powers.",en,black
65,"The spoons clutched in its hands
are said to have been created by
its psychic powers.",en,white
65,"The spoons clutched in its hands
are said to have been created by
its psychic powers.",en,black-2
65,"The spoons clutched in its hands
are said to have been created by
its psychic powers.",en,white-2
65,"Its brain cells multiply continually until it dies.
As a result, it remembers everything.",en,x
65,"Its brain can outperform a supercomputer. Its IQ
(intelligence quotient) is said to be around 5,000.",en,y
65,"Alakazam’s brain continually grows, making its head far too
heavy to support with its neck. This Pokémon holds its head up
using its psychokinetic power instead.",en,omega-ruby
65,"Alakazam’s brain continually grows, infinitely multiplying
brain cells. This amazing brain gives this Pokémon an
astoundingly high IQ of 5,000. It has a thorough memory
of everything that has occurred in the world.",en,alpha-sapphire
65,"It is said to have an IQ of approximately 5,000.
Its overflowing psychokinetic powers
cause headaches to anyone nearby.",en,sun
65,"Its brain cells continue to increase in number
until its death. The older the Alakazam, the
larger its head.",en,moon
65,"Alakazam uses its psychic powers to make the
spoons it carries. Each spoon is an original that
there’s only one of in the whole world.",en,ultra-sun
65,"If it trusts someone deeply, it will let them have
one of its spoons. Anything you eat with that
spoon is apparently delicious.",en,ultra-moon
65,"A Pokémon that can memorize anything.
It never forgets what it learns—that’s why
this Pokémon is smart.",en,lets-go-pikachu
65,"A Pokémon that can memorize anything.
It never forgets what it learns—that’s why
this Pokémon is smart.",en,lets-go-eevee
65,"It has an incredibly high level of intelligence.
Some say that Alakazam remembers everything
that ever happens to it, from birth till death.",en,sword
65,"Alakazam wields potent psychic powers. It’s said
that this Pokémon used these powers to create
the spoons it holds.",en,shield
65,"The longer Alakazam lives, the larger and heavier its head
becomes. Our tests have shown that the strength of its psychic
powers correlates positively to the weight of its head.",en,legends-arceus
66,"Loves to build
its muscles.
It trains in allstyles of martial
arts to become
even stronger.",en,red
66,"Loves to build
its muscles.
It trains in allstyles of martial
arts to become
even stronger.",en,blue
66,"Very powerful in
spite of its small
size. Its masteryof many types of
martial arts makes
it very tough.",en,yellow
66,"Always brimming
with power, it
passes time bylifting boulders.
Doing so makes it
even stronger.",en,gold
66,"It loves to work
out and build its
muscles. It isnever satisfied,
even if it trains
hard all day long.",en,silver
66,"It trains by
lifting rocks in
the mountains. Itcan even pick up a
GRAVELER with
ease.",en,crystal
66,"MACHOP’s muscles are special - they
never get sore no matter how much they
are used in exercise.This POKéMON has sufficient power to
hurl a hundred adult humans.",en,ruby
66,"MACHOP exercises by hefting around
a GRAVELER as if it were a barbell.
There are some MACHOP that travelthe world in a quest to master all
kinds of martial arts.",en,sapphire
66,"It continually undertakes strenuous
training to master all forms of martial
arts. Its strength lets it easily hoist
a sumo wrestler onto its shoulders.",en,emerald
66,"Its whole body is composed of muscles.
Even though it’s the size of a human
child, it can hurl 100 grown-ups.",en,firered
66,"Loves to build its muscles. It trains in
all styles of martial arts to become even
stronger.",en,leafgreen
66,"It hefts a GRAVELER repeatedly to
strengthen its entire body. It
uses every type of martial arts.",en,diamond
66,"Its muscles never cramp however
much it trains. It lives in the
mountains away from humans.",en,pearl
66,"Though small in stature, it is
powerful enough to easily heft and
throw a number of GEODUDE at once.",en,platinum
66,"Always brimming with power,
it passes time by lifting boulders.
Doing so makes it even stronger.",en,heartgold
66,"It loves to work out and build its
muscles. It is never satisfied,
even if it trains hard all day long.",en,soulsilver
66,"Though small in stature, it is
powerful enough to easily heft and
throw a number of Geodude at once.",en,black
66,"Though small in stature, it is
powerful enough to easily heft and
throw a number of Geodude at once.",en,white
66,"Though small in stature, it is
powerful enough to easily heft and
throw a number of Geodude at once.",en,black-2
66,"Though small in stature, it is
powerful enough to easily heft and
throw a number of Geodude at once.",en,white-2
66,"It hefts a Graveler repeatedly to strengthen
its entire body. It uses every type of martial arts.",en,x
66,"Its whole body is composed of muscles.
Even though it’s the size of a human child,
it can hurl 100 grown-ups.",en,y
66,"Machop’s muscles are special—they never get sore no matter
how much they are used in exercise. This Pokémon has
sufficient power to hurl a hundred adult humans.",en,omega-ruby
66,"Machop exercises by hefting around a Graveler as if it were
a barbell. There are some Machop that travel the world in a
quest to master all kinds of martial arts.",en,alpha-sapphire
66,"It loves working out. As it gazes at its muscles,
which continue to swell day by day, it becomes
more and more dedicated to its training.",en,sun
66,"With its superhuman strength, it’s able to throw
a hundred people all at the same time. Its
strength comes from lifting Graveler every day.",en,moon
66,"Once this Pokémon has gained enough
confidence and muscle from training with its
friends, it challenges Makuhita to a battle.",en,ultra-sun
66,"It likes food that’s highly nutritious because its
instincts drive it to build muscle efficiently.",en,ultra-moon
66,"Very powerful in spite of its small size.
Its mastery of many types of martial arts
makes it very tough.",en,lets-go-pikachu
66,"Very powerful in spite of its small size.
Its mastery of many types of martial arts
makes it very tough.",en,lets-go-eevee
66,"Its whole body is composed of muscles.
Even though it’s the size of a human child, it can
hurl 100 grown-ups.",en,sword
66,"Always brimming with power, it passes time by
lifting boulders. Doing so makes it even stronger.",en,shield
66,"Though as small as a child, it has strength enough to easily throw
a well-built adult. Striving to become ever stronger, Machop
trains by carrying a Graveler on its shoulders.",en,legends-arceus
67,"Its muscular body
is so powerful, it
must wear a powersave belt to be
able to regulate
its motions.",en,red
67,"Its muscular body
is so powerful, it
must wear a powersave belt to be
able to regulate
its motions.",en,blue
67,"The belt around
its waist holds
back its energy.Without it, this
POKéMON would be
unstoppable.",en,yellow
67,"It always goes at
its full power,
but this verytough and durable
POKéMON never gets
tired.",en,gold
67,"The muscles cover­
ing its body teem
with power. Evenwhen still, it
exudes an amazing
sense of strength.",en,silver
67,"This tough POKéMON
always stays in
the zone. Itsmuscles become
thicker after
every battle.",en,crystal
67,"MACHOKE’s thoroughly toned muscles
possess the hardness of steel.
This POKéMON has so much strength,it can easily hold aloft a sumo wrestler
on just one finger.",en,ruby
67,"MACHOKE undertakes bodybuilding every
day even as it helps people with tough,
physically demanding labor.On its days off, this POKéMON heads to
the fields and mountains to exercise
and train.",en,sapphire
67,"A belt is worn by a MACHOKE to keep its
overwhelming power under control.
Because it is so dangerous, no one has
ever removed the belt.",en,emerald
67,"Its formidable body never gets tired.
It helps people by doing work such as
the moving of heavy goods.",en,firered
67,"Its muscular body is so powerful, it must
wear a power-save belt to be able to
regulate its motions.",en,leafgreen
67,"MACHOKE’s boundless power is very
dangerous, so it wears a belt that
suppresses its energy.",en,diamond
67,"It can lift a dump truck with one
hand. Using that power, it helps
people with heavy jobs.",en,pearl
67,"It happily carries heavy cargo to
toughen up. It willingly does hard
work for people.",en,platinum
67,"It always goes at its full power,
but this very tough and durable
Pokémon never gets tired.",en,heartgold
67,"The muscles covering its body teem
with power. Even when still, it
exudes an amazing sense of strength.",en,soulsilver
67,"It happily carries heavy cargo to
toughen up. It willingly does hard
work for people.",en,black
67,"It happily carries heavy cargo to
toughen up. It willingly does hard
work for people.",en,white
67,"It happily carries heavy cargo to
toughen up. It willingly does hard
work for people.",en,black-2
67,"It happily carries heavy cargo to
toughen up. It willingly does hard
work for people.",en,white-2
67,"Its muscular body is so powerful, it must wear a
power-save belt to be able to regulate its motions.",en,x
67,"It can lift a dump truck with one hand. Using that
power, it helps people with heavy jobs.",en,y
67,"Machoke’s thoroughly toned muscles possess the hardness
of steel. This Pokémon has so much strength, it can easily
hold aloft a sumo wrestler on just one finger.",en,omega-ruby
67,"Machoke undertakes bodybuilding every day even as
it helps people with tough, physically demanding labor.
On its days off, this Pokémon heads to the fields and
mountains to exercise and train.",en,alpha-sapphire
67,"As a result of its continual workouts, it has
developed tremendous power. It uses that
power to help people with their work.",en,sun
67,"It willingly assists with hard labor because it
knows the work is good training for its muscles.",en,moon
67,"When it encounters an enemy that’s truly
mighty, this Pokémon removes the power-save
belt from its waist and unleashes its full power.",en,ultra-sun
67,"A popular motif for sculptures, its incredibly
well-developed muscles have captured the
imagination of many an artist.",en,ultra-moon
67,"The belt around its waist holds back its energy.
Without it, this Pokémon would be unstoppable.",en,lets-go-pikachu
67,"The belt around its waist holds back its energy.
Without it, this Pokémon would be unstoppable.",en,lets-go-eevee
67,"Its muscular body is so powerful, it must wear a
power-save belt to be able to regulate
its motions.",en,sword
67,"Its formidable body never gets tired. It helps
people by doing work such as the moving of
heavy goods.",en,shield
67,"A sturdy creature boasting a robust physique and boundless
stamina. Loves training above all else and voluntarily assists with
tasks such as construction and clearing land.",en,legends-arceus
68,"Using its heavy
muscles, it throws
powerful punchesthat can send the
victim clear over
the horizon.",en,red
68,"Using its heavy
muscles, it throws
powerful punchesthat can send the
victim clear over
the horizon.",en,blue
68,"One arm alone can
move mountains.
Using all fourarms, this POKéMON
fires off awesome
punches.",en,yellow
68,"It quickly swings
its four arms to
rock its opponentswith ceaseless
punches and chops
from all angles.",en,gold
68,"It uses its four
powerful arms to
pin the limbs ofits foe, then
throws the victim
over the horizon.",en,silver
68,"With four arms
that react more
quickly than itcan think, it can
execute many
punches at once.",en,crystal
68,"MACHAMP has the power to hurl anything
aside. However, trying to do any work
requiring care and dexterity causesits arms to get tangled.
This POKéMON tends to leap into action
before it thinks.",en,ruby
68,"MACHAMP is known as the POKéMON that
has mastered every kind of martial arts.
If it grabs hold of the foe with its fourarms, the battle is all but over.
The hapless foe is thrown far over the
horizon.",en,sapphire
68,"It is impossible to defend against punches
and chops doled out by its four arms.
Its fighting spirit flares up when it faces
a tough opponent.",en,emerald
68,"Its four ruggedly developed arms can
launch a flurry of 1,000 punches in just
two seconds.",en,firered
68,"Its superpowerful punches are said to
knock the victim flying clear over the
horizon.",en,leafgreen
68,"It punches with its four arms at
blinding speed. It can launch
1,000 punches in two seconds.",en,diamond
68,"It can knock a train flying with a
punch. However, it is terrible at
delicate work using its fingers.",en,pearl
68,"Its four muscled arms slam foes
with powerful punches and chops
at blinding speed.",en,platinum
68,"It quickly swings its four arms to
rock its opponents with ceaseless
punches and chops from all angles.",en,heartgold
68,"It uses its four powerful arms to
pin the limbs of its foe, then
throws the victim over the horizon.",en,soulsilver
68,"Its four muscled arms slam foes
with powerful punches and chops
at blinding speed.",en,black
68,"Its four muscled arms slam foes
with powerful punches and chops
at blinding speed.",en,white
68,"Its four muscled arms slam foes
with powerful punches and chops
at blinding speed.",en,black-2
68,"Its four muscled arms slam foes
with powerful punches and chops
at blinding speed.",en,white-2
68,"Its four ruggedly developed arms can launch
a flurry of 1,000 punches in just two seconds.",en,x
68,"It uses its four powerful arms to pin the limbs of its
foe, then throws the victim over the horizon.",en,y
68,"Machamp has the power to hurl anything aside. However,
trying to do any work requiring care and dexterity causes its
arms to get tangled. This Pokémon tends to leap into action
before it thinks.",en,omega-ruby
68,"Machamp is known as the Pokémon that has mastered
every kind of martial arts. If it grabs hold of the foe with its
four arms, the battle is all but over. The hapless foe is thrown
far over the horizon.",en,alpha-sapphire
68,"It unleashes megaton-level punches that send
opponents flying clear over the horizon.",en,sun
68,"It can lift heavy loads with the greatest of ease.
It can even heft dump trucks. But its clumsy
fingers prevent it from doing any precision work.",en,moon
68,"It grasps its opponents with its four arms and
twists them up in an intricate hold. People call
it “the Machamp special.”",en,ultra-sun
68,"With four arms, it can attack and defend
simultaneously. It’s said to have mastered
every martial art in the world.",en,ultra-moon
68,"One arm alone can move mountains.
Using all four arms, this Pokémon
fires off awesome punches.",en,lets-go-pikachu
68,"One arm alone can move mountains.
Using all four arms, this Pokémon
fires off awesome punches.",en,lets-go-eevee
68,"It quickly swings its four arms to rock its
opponents with ceaseless punches and chops
from all angles.",en,sword
68,"With four arms that react more quickly than it
can think, it can execute many punches at once.",en,shield
68,"In close combat, its four arms afford it offensive and defensive
supremacy. In but a blink, this valiant Pokémon can overwhelm
its foes with more than 1,000 blows from its fists.",en,legends-arceus
69,"A carnivorous
POKéMON that traps
and eats bugs.It uses its root
feet to soak up
needed moisture.",en,red
69,"A carnivorous
POKéMON that traps
and eats bugs.It uses its root
feet to soak up
needed moisture.",en,blue
69,"Prefers hot and
humid places.
It ensnares tinyinsects with its
vines and devours
them.",en,yellow
69,"Even though its
body is extremely
skinny, it isblindingly fast
when catching its
prey.",en,gold
69,"It plants its feet
deep underground
to replenish wa­ter. It can't es­
cape its enemy
while it's rooted.",en,silver
69,"If it notices
anything that
moves, itimmediately flings
its vine at the
object.",en,crystal
69,"BELLSPROUT’s thin and flexible body
lets it bend and sway to avoid any
attack, however strong it may be.From its mouth, this POKéMON spits a
corrosive fluid that melts even iron.",en,ruby
69,"BELLSPROUT’s thin and flexible body
lets it bend and sway to avoid any
attack, however strong it may be.From its mouth, this POKéMON spits a
corrosive fluid that melts even iron.",en,sapphire
69,"A BELLSPROUT’s thin and flexible body lets
it bend and sway to avoid any attack,
however strong it may be. From its mouth,
it leaks a fluid that melts even iron.",en,emerald
69,"Its bud looks like a human face. Because
of the bud, it is rumored to be a type of
legendary mandrake plant.",en,firered
69,"A carnivorous POKéMON that traps and eats
bugs. It appears to use its root feet to
replenish moisture.",en,leafgreen
69,"It prefers hot and humid
environments. It is quick at
capturing prey with its vines.",en,diamond
69,"It prefers hot and humid
environments. It is quick at
capturing prey with its vines.",en,pearl
69,"It prefers hot and humid
environments. It is quick at
capturing prey with its vines.",en,platinum
69,"Even though its body is extremely
skinny, it is blindingly fast
when catching its prey.",en,heartgold
69,"It plants its feet deep underground
to replenish water. It can’t escape
its enemy while it’s rooted.",en,soulsilver
69,"It prefers hot and humid
environments. It is quick at
capturing prey with its vines.",en,black
69,"It prefers hot and humid
environments. It is quick at
capturing prey with its vines.",en,white
69,"It prefers hot and humid
environments. It is quick at
capturing prey with its vines.",en,black-2
69,"It prefers hot and humid
environments. It is quick at
capturing prey with its vines.",en,white-2
69,"Even though its body is extremely skinny, it is
blindingly fast when catching its prey.",en,x
69,"Its bud looks like a human face. Because of the
bud, it is rumored to be a type of legendary
mandrake plant.",en,y
69,"Bellsprout’s thin and flexible body lets it bend and sway to
avoid any attack, however strong it may be. From its mouth,
this Pokémon spits a corrosive fluid that melts even iron.",en,omega-ruby
69,"Bellsprout’s thin and flexible body lets it bend and sway
to avoid any attack, however strong it may be. From its mouth,
this Pokémon spits a corrosive fluid that melts even iron.",en,alpha-sapphire
69,"Prefers hot and humid places. It ensnares
tiny bugs with its vines and devours them.",en,lets-go-pikachu
69,"Prefers hot and humid places. It ensnares
tiny bugs with its vines and devours them.",en,lets-go-eevee
70,"It spits out
POISONPOWDER to
immobilize theenemy and then
finishes it with
a spray of ACID.",en,red
