id,name,order,gender_rate,capture_rate,base_happiness,is_baby,is_legendary,is_mythical,hatch_counter,has_gender_differences,forms_switchable,color,shape,evolves_from_species,evolution_chain_url,habitat,generation
185,sudowoodo,215,4,65,50.0,False,False,False,20.0,True,False,brown,humanoid,bonsly,https://pokeapi.co/api/v2/evolution-chain/91/,forest,generation-ii
186,politoed,68,4,45,50.0,False,False,False,20.0,True,False,green,humanoid,poliwhirl,https://pokeapi.co/api/v2/evolution-chain/26/,waters-edge,generation-ii
187,hoppip,216,4,255,70.0,False,False,False,20.0,False,False,pink,upright,,https://pokeapi.co/api/v2/evolution-chain/92/,grassland,generation-ii
188,skiploom,217,4,120,70.0,False,False,False,20.0,False,False,green,upright,hoppip,https://pokeapi.co/api/v2/evolution-chain/92/,grassland,generation-ii
189,jumpluff,218,4,45,70.0,False,False,False,20.0,False,False,blue,upright,skiploom,https://pokeapi.co/api/v2/evolution-chain/92/,grassland,generation-ii
190,aipom,219,4,45,70.0,False,False,False,20.0,True,False,purple,upright,,https://pokeapi.co/api/v2/evolution-chain/93/,forest,generation-ii
191,sunkern,221,4,235,70.0,False,False,False,20.0,False,False,yellow,ball,,https://pokeapi.co/api/v2/evolution-chain/94/,grassland,generation-ii
192,sunflora,222,4,120,70.0,False,False,False,20.0,False,False,yellow,humanoid,sunkern,https://pokeapi.co/api/v2/evolution-chain/94/,grassland,generation-ii
193,yanma,223,4,75,70.0,False,False,False,20.0,False,False,red,bug-wings,,https://pokeapi.co/api/v2/evolution-chain/95/,forest,generation-ii
194,wooper,225,4,255,50.0,False,False,False,20.0,True,False,blue,legs,,https://pokeapi.co/api/v2/evolution-chain/96/,waters-edge,generation-ii
195,quagsire,226,4,90,50.0,False,False,False,20.0,True,False,blue,upright,wooper,https://pokeapi.co/api/v2/evolution-chain/96/,waters-edge,generation-ii
196,espeon,161,1,45,50.0,False,False,False,35.0,False,False,purple,quadruped,eevee,https://pokeapi.co/api/v2/evolution-chain/67/,urban,generation-ii
197,umbreon,162,1,45,35.0,False,False,False,35.0,False,False,black,quadruped,eevee,https://pokeapi.co/api/v2/evolution-chain/67/,urban,generation-ii
198,murkrow,227,4,30,35.0,False,False,False,20.0,True,False,black,wings,,https://pokeapi.co/api/v2/evolution-chain/97/,forest,generation-ii
199,slowking,87,4,70,50.0,False,False,False,20.0,False,False,pink,upright,slowpoke,https://pokeapi.co/api/v2/evolution-chain/33/,waters-edge,generation-ii
200,misdreavus,229,4,45,35.0,False,False,False,25.0,False,False,gray,ball,,https://pokeapi.co/api/v2/evolution-chain/98/,cave,generation-ii
201,unown,231,-1,225,70.0,False,False,False,40.0,False,False,black,ball,,https://pokeapi.co/api/v2/evolution-chain/99/,rare,generation-ii
202,wobbuffet,233,4,45,50.0,False,False,False,20.0,True,False,blue,blob,wynaut,https://pokeapi.co/api/v2/evolution-chain/100/,cave,generation-ii
203,girafarig,234,4,60,70.0,False,False,False,20.0,True,False,yellow,quadruped,,https://pokeapi.co/api/v2/evolution-chain/101/,grassland,generation-ii
204,pineco,235,4,190,70.0,False,False,False,20.0,False,False,gray,ball,,https://pokeapi.co/api/v2/evolution-chain/102/,forest,generation-ii
205,forretress,236,4,75,70.0,False,False,False,20.0,False,False,purple,ball,pineco,https://pokeapi.co/api/v2/evolution-chain/102/,forest,generation-ii
206,dunsparce,237,4,190,50.0,False,False,False,20.0,False,False,yellow,squiggle,,https://pokeapi.co/api/v2/evolution-chain/103/,cave,generation-ii
207,gligar,238,4,60,70.0,False,False,False,20.0,True,False,purple,wings,,https://pokeapi.co/api/v2/evolution-chain/104/,mountain,generation-ii
208,steelix,104,4,25,50.0,False,False,False,25.0,True,True,gray,squiggle,onix,https://pokeapi.co/api/v2/evolution-chain/41/,cave,generation-ii
209,snubbull,240,6,190,70.0,False,False,False,20.0,False,False,pink,humanoid,,https://pokeapi.co/api/v2/evolution-chain/105/,urban,generation-ii
210,granbull,241,6,75,70.0,False,False,False,20.0,False,False,purple,upright,snubbull,https://pokeapi.co/api/v2/evolution-chain/105/,urban,generation-ii
211,qwilfish,242,4,45,50.0,False,False,False,20.0,False,False,gray,fish,,https://pokeapi.co/api/v2/evolution-chain/106/,sea,generation-ii
212,scizor,142,4,25,50.0,False,False,False,25.0,True,True,red,bug-wings,scyther,https://pokeapi.co/api/v2/evolution-chain/58/,grassland,generation-ii
213,shuckle,243,4,190,50.0,False,False,False,20.0,False,False,yellow,armor,,https://pokeapi.co/api/v2/evolution-chain/107/,mountain,generation-ii
214,heracross,244,4,45,50.0,False,False,False,25.0,True,True,blue,humanoid,,https://pokeapi.co/api/v2/evolution-chain/108/,forest,generation-ii
215,sneasel,245,4,60,35.0,False,False,False,20.0,True,False,black,upright,,https://pokeapi.co/api/v2/evolution-chain/109/,forest,generation-ii
216,teddiursa,247,4,120,70.0,False,False,False,20.0,False,False,brown,upright,,https://pokeapi.co/api/v2/evolution-chain/110/,mountain,generation-ii
217,ursaring,248,4,60,70.0,False,False,False,20.0,True,False,brown,upright,teddiursa,https://pokeapi.co/api/v2/evolution-chain/110/,mountain,generation-ii
218,slugma,249,4,190,70.0,False,False,False,20.0,False,False,red,squiggle,,https://pokeapi.co/api/v2/evolution-chain/111/,mountain,generation-ii
219,magcargo,250,4,75,70.0,False,False,False,20.0,False,False,red,squiggle,slugma,https://pokeapi.co/api/v2/evolution-chain/111/,mountain,generation-ii
220,swinub,251,4,225,50.0,False,False,False,20.0,False,False,brown,quadruped,,https://pokeapi.co/api/v2/evolution-chain/112/,cave,generation-ii
221,piloswine,252,4,75,50.0,False,False,False,20.0,True,False,brown,quadruped,swinub,https://pokeapi.co/api/v2/evolution-chain/112/,cave,generation-ii
222,corsola,254,6,60,50.0,False,False,False,20.0,False,False,pink,armor,,https://pokeapi.co/api/v2/evolution-chain/113/,sea,generation-ii
223,remoraid,255,4,190,50.0,False,False,False,20.0,False,False,gray,fish,,https://pokeapi.co/api/v2/evolution-chain/114/,sea,generation-ii
224,octillery,256,4,75,50.0,False,False,False,20.0,True,False,red,tentacles,remoraid,https://pokeapi.co/api/v2/evolution-chain/114/,sea,generation-ii
225,delibird,257,4,45,50.0,False,False,False,20.0,False,False,red,wings,,https://pokeapi.co/api/v2/evolution-chain/115/,mountain,generation-ii
226,mantine,259,4,25,50.0,False,False,False,25.0,False,False,purple,wings,mantyke,https://pokeapi.co/api/v2/evolution-chain/116/,sea,generation-ii
227,skarmory,260,4,25,50.0,False,False,False,25.0,False,False,gray,wings,,https://pokeapi.co/api/v2/evolution-chain/117/,rough-terrain,generation-ii
228,houndour,261,4,120,35.0,False,False,False,20.0,False,False,black,quadruped,,https://pokeapi.co/api/v2/evolution-chain/118/,rough-terrain,generation-ii
229,houndoom,262,4,45,35.0,False,False,False,20.0,True,True,black,quadruped,houndour,https://pokeapi.co/api/v2/evolution-chain/118/,rough-terrain,generation-ii
230,kingdra,134,4,45,50.0,False,False,False,20.0,False,False,blue,blob,seadra,https://pokeapi.co/api/v2/evolution-chain/54/,sea,generation-ii
231,phanpy,263,4,120,70.0,False,False,False,20.0,False,False,blue,quadruped,,https://pokeapi.co/api/v2/evolution-chain/119/,rough-terrain,generation-ii
232,donphan,264,4,60,70.0,False,False,False,20.0,True,False,gray,quadruped,phanpy,https://pokeapi.co/api/v2/evolution-chain/119/,rough-terrain,generation-ii
233,porygon2,167,-1,45,50.0,False,False,False,20.0,False,False,red,legs,porygon,https://pokeapi.co/api/v2/evolution-chain/68/,urban,generation-ii
234,stantler,265,4,45,70.0,False,False,False,20.0,False,False,brown,quadruped,,https://pokeapi.co/api/v2/evolution-chain/120/,forest,generation-ii
235,smeargle,266,4,45,70.0,False,False,False,20.0,False,False,white,upright,,https://pokeapi.co/api/v2/evolution-chain/121/,urban,generation-ii
236,tyrogue,115,0,75,50.0,True,False,False,25.0,False,False,purple,humanoid,,https://pokeapi.co/api/v2/evolution-chain/47/,urban,generation-ii
237,hitmontop,118,0,45,50.0,False,False,False,25.0,False,False,brown,upright,tyrogue,https://pokeapi.co/api/v2/evolution-chain/47/,urban,generation-ii
238,smoochum,143,8,45,50.0,True,False,False,25.0,False,False,pink,humanoid,,https://pokeapi.co/api/v2/evolution-chain/59/,urban,generation-ii
239,elekid,145,2,45,50.0,True,False,False,25.0,False,False,yellow,humanoid,,https://pokeapi.co/api/v2/evolution-chain/60/,grassland,generation-ii
240,magby,148,2,45,50.0,True,False,False,25.0,False,False,red,upright,,https://pokeapi.co/api/v2/evolution-chain/61/,mountain,generation-ii
241,miltank,267,8,45,50.0,False,False,False,20.0,False,False,pink,upright,,https://pokeapi.co/api/v2/evolution-chain/122/,grassland,generation-ii
242,blissey,128,8,30,140.0,False,False,False,40.0,False,False,pink,humanoid,chansey,https://pokeapi.co/api/v2/evolution-chain/51/,urban,generation-ii
243,raikou,268,-1,3,35.0,False,True,False,80.0,False,False,yellow,quadruped,,https://pokeapi.co/api/v2/evolution-chain/123/,grassland,generation-ii
244,entei,269,-1,3,35.0,False,True,False,80.0,False,False,brown,quadruped,,https://pokeapi.co/api/v2/evolution-chain/124/,grassland,generation-ii
245,suicune,270,-1,3,35.0,False,True,False,80.0,False,False,blue,quadruped,,https://pokeapi.co/api/v2/evolution-chain/125/,grassland,generation-ii
246,larvitar,271,4,45,35.0,False,False,False,40.0,False,False,green,upright,,https://pokeapi.co/api/v2/evolution-chain/126/,mountain,generation-ii
247,pupitar,272,4,45,35.0,False,False,False,40.0,False,False,gray,squiggle,larvitar,https://pokeapi.co/api/v2/evolution-chain/126/,mountain,generation-ii
248,tyranitar,273,4,45,35.0,False,False,False,40.0,False,True,green,upright,pupitar,https://pokeapi.co/api/v2/evolution-chain/126/,mountain,generation-ii
249,lugia,274,-1,3,0.0,False,True,False,120.0,False,False,white,wings,,https://pokeapi.co/api/v2/evolution-chain/127/,rare,generation-ii
250,ho-oh,275,-1,3,0.0,False,True,False,120.0,False,False,red,wings,,https://pokeapi.co/api/v2/evolution-chain/128/,rare,generation-ii
251,celebi,276,-1,45,100.0,False,False,True,120.0,False,False,green,humanoid,,https://pokeapi.co/api/v2/evolution-chain/129/,forest,generation-ii
252,treecko,277,1,45,50.0,False,False,False,20.0,False,False,green,upright,,https://pokeapi.co/api/v2/evolution-chain/130/,forest,generation-iii
253,grovyle,278,1,45,50.0,False,False,False,20.0,False,False,green,upright,treecko,https://pokeapi.co/api/v2/evolution-chain/130/,forest,generation-iii
254,sceptile,279,1,45,50.0,False,False,False,20.0,False,True,green,upright,grovyle,https://pokeapi.co/api/v2/evolution-chain/130/,forest,generation-iii
255,torchic,280,1,45,50.0,False,False,False,20.0,True,False,red,legs,,https://pokeapi.co/api/v2/evolution-chain/131/,grassland,generation-iii
256,combusken,281,1,45,50.0,False,False,False,20.0,True,False,red,upright,torchic,https://pokeapi.co/api/v2/evolution-chain/131/,grassland,generation-iii
257,blaziken,282,1,45,50.0,False,False,False,20.0,True,True,red,upright,combusken,https://pokeapi.co/api/v2/evolution-chain/131/,grassland,generation-iii
258,mudkip,283,1,45,50.0,False,False,False,20.0,False,False,blue,quadruped,,https://pokeapi.co/api/v2/evolution-chain/132/,waters-edge,generation-iii
259,marshtomp,284,1,45,50.0,False,False,False,20.0,False,False,blue,upright,mudkip,https://pokeapi.co/api/v2/evolution-chain/132/,waters-edge,generation-iii
260,swampert,285,1,45,50.0,False,False,False,20.0,False,True,blue,upright,marshtomp,https://pokeapi.co/api/v2/evolution-chain/132/,waters-edge,generation-iii
261,poochyena,286,4,255,70.0,False,False,False,15.0,False,False,gray,quadruped,,https://pokeapi.co/api/v2/evolution-chain/133/,grassland,generation-iii
262,mightyena,287,4,127,70.0,False,False,False,15.0,False,False,gray,quadruped,poochyena,https://pokeapi.co/api/v2/evolution-chain/133/,grassland,generation-iii
263,zigzagoon,288,4,255,50.0,False,False,False,15.0,False,False,brown,quadruped,,https://pokeapi.co/api/v2/evolution-chain/134/,grassland,generation-iii
264,linoone,289,4,90,50.0,False,False,False,15.0,False,False,white,quadruped,zigzagoon,https://pokeapi.co/api/v2/evolution-chain/134/,grassland,generation-iii
265,wurmple,290,4,255,70.0,False,False,False,15.0,False,False,red,armor,,https://pokeapi.co/api/v2/evolution-chain/135/,forest,generation-iii
266,silcoon,291,4,120,70.0,False,False,False,15.0,False,False,white,ball,wurmple,https://pokeapi.co/api/v2/evolution-chain/135/,forest,generation-iii
267,beautifly,292,4,45,70.0,False,False,False,15.0,True,False,yellow,bug-wings,silcoon,https://pokeapi.co/api/v2/evolution-chain/135/,forest,generation-iii
268,cascoon,293,4,120,70.0,False,False,False,15.0,False,False,purple,ball,wurmple,https://pokeapi.co/api/v2/evolution-chain/135/,forest,generation-iii
269,dustox,294,4,45,70.0,False,False,False,15.0,True,False,green,bug-wings,cascoon,https://pokeapi.co/api/v2/evolution-chain/135/,forest,generation-iii
270,lotad,295,4,255,50.0,False,False,False,15.0,False,False,green,armor,,https://pokeapi.co/api/v2/evolution-chain/136/,waters-edge,generation-iii
271,lombre,296,4,120,50.0,False,False,False,15.0,False,False,green,humanoid,lotad,https://pokeapi.co/api/v2/evolution-chain/136/,waters-edge,generation-iii
272,ludicolo,297,4,45,50.0,False,False,False,15.0,True,False,green,humanoid,lombre,https://pokeapi.co/api/v2/evolution-chain/136/,waters-edge,generation-iii
273,seedot,298,4,255,50.0,False,False,False,15.0,False,False,brown,legs,,https://pokeapi.co/api/v2/evolution-chain/137/,forest,generation-iii
274,nuzleaf,299,4,120,50.0,False,False,False,15.0,True,False,brown,humanoid,seedot,https://pokeapi.co/api/v2/evolution-chain/137/,forest,generation-iii
275,shiftry,300,4,45,50.0,False,False,False,15.0,True,False,brown,humanoid,nuzleaf,https://pokeapi.co/api/v2/evolution-chain/137/,forest,generation-iii
276,taillow,301,4,200,70.0,False,False,False,15.0,False,False,blue,wings,,https://pokeapi.co/api/v2/evolution-chain/138/,grassland,generation-iii
277,swellow,302,4,45,70.0,False,False,False,15.0,False,False,blue,wings,taillow,https://pokeapi.co/api/v2/evolution-chain/138/,grassland,generation-iii
278,wingull,303,4,190,50.0,False,False,False,20.0,False,False,white,wings,,https://pokeapi.co/api/v2/evolution-chain/139/,sea,generation-iii
279,pelipper,304,4,45,50.0,False,False,False,20.0,False,False,yellow,wings,wingull,https://pokeapi.co/api/v2/evolution-chain/139/,sea,generation-iii
280,ralts,305,4,235,35.0,False,False,False,20.0,False,False,white,humanoid,,https://pokeapi.co/api/v2/evolution-chain/140/,urban,generation-iii
281,kirlia,306,4,120,35.0,False,False,False,20.0,False,False,white,humanoid,ralts,https://pokeapi.co/api/v2/evolution-chain/140/,urban,generation-iii
282,gardevoir,307,4,45,35.0,False,False,False,20.0,False,True,white,humanoid,kirlia,https://pokeapi.co/api/v2/evolution-chain/140/,urban,generation-iii
283,surskit,309,4,200,70.0,False,False,False,15.0,False,False,blue,armor,,https://pokeapi.co/api/v2/evolution-chain/141/,waters-edge,generation-iii
284,masquerain,310,4,75,70.0,False,False,False,15.0,False,False,blue,bug-wings,surskit,https://pokeapi.co/api/v2/evolution-chain/141/,waters-edge,generation-iii
285,shroomish,311,4,255,70.0,False,False,False,15.0,False,False,brown,legs,,https://pokeapi.co/api/v2/evolution-chain/142/,forest,generation-iii
286,breloom,312,4,90,70.0,False,False,False,15.0,False,False,green,upright,shroomish,https://pokeapi.co/api/v2/evolution-chain/142/,forest,generation-iii
287,slakoth,313,4,255,70.0,False,False,False,15.0,False,False,brown,quadruped,,https://pokeapi.co/api/v2/evolution-chain/143/,forest,generation-iii
288,vigoroth,314,4,120,70.0,False,False,False,15.0,False,False,white,upright,slakoth,https://pokeapi.co/api/v2/evolution-chain/143/,forest,generation-iii
289,slaking,315,4,45,70.0,False,False,False,15.0,False,False,brown,humanoid,vigoroth,https://pokeapi.co/api/v2/evolution-chain/143/,forest,generation-iii
290,nincada,316,4,255,50.0,False,False,False,15.0,False,False,gray,armor,,https://pokeapi.co/api/v2/evolution-chain/144/,forest,generation-iii
291,ninjask,317,4,120,50.0,False,False,False,15.0,False,False,yellow,bug-wings,nincada,https://pokeapi.co/api/v2/evolution-chain/144/,forest,generation-iii
292,shedinja,318,-1,45,50.0,False,False,False,15.0,False,False,brown,blob,nincada,https://pokeapi.co/api/v2/evolution-chain/144/,forest,generation-iii
293,whismur,319,4,190,50.0,False,False,False,20.0,False,False,pink,upright,,https://pokeapi.co/api/v2/evolution-chain/145/,cave,generation-iii
294,loudred,320,4,120,50.0,False,False,False,20.0,False,False,blue,upright,whismur,https://pokeapi.co/api/v2/evolution-chain/145/,cave,generation-iii
295,exploud,321,4,45,50.0,False,False,False,20.0,False,False,blue,upright,loudred,https://pokeapi.co/api/v2/evolution-chain/145/,cave,generation-iii
296,makuhita,322,2,180,70.0,False,False,False,20.0,False,False,yellow,humanoid,,https://pokeapi.co/api/v2/evolution-chain/146/,mountain,generation-iii
297,hariyama,323,2,200,70.0,False,False,False,20.0,False,False,brown,humanoid,makuhita,https://pokeapi.co/api/v2/evolution-chain/146/,mountain,generation-iii
298,azurill,211,6,150,50.0,True,False,False,10.0,False,False,blue,legs,,https://pokeapi.co/api/v2/evolution-chain/90/,waters-edge,generation-iii
299,nosepass,324,4,255,70.0,False,False,False,20.0,False,False,gray,humanoid,,https://pokeapi.co/api/v2/evolution-chain/147/,cave,generation-iii
300,skitty,326,6,255,70.0,False,False,False,15.0,False,False,pink,quadruped,,https://pokeapi.co/api/v2/evolution-chain/148/,forest,generation-iii
301,delcatty,327,6,60,70.0,False,False,False,15.0,False,False,purple,quadruped,skitty,https://pokeapi.co/api/v2/evolution-chain/148/,forest,generation-iii
302,sableye,328,4,45,35.0,False,False,False,25.0,False,True,purple,humanoid,,https://pokeapi.co/api/v2/evolution-chain/149/,cave,generation-iii
303,mawile,329,4,45,50.0,False,False,False,20.0,False,True,black,humanoid,,https://pokeapi.co/api/v2/evolution-chain/150/,cave,generation-iii
304,aron,330,4,180,35.0,False,False,False,35.0,False,False,gray,quadruped,,https://pokeapi.co/api/v2/evolution-chain/151/,mountain,generation-iii
305,lairon,331,4,90,35.0,False,False,False,35.0,False,False,gray,quadruped,aron,https://pokeapi.co/api/v2/evolution-chain/151/,mountain,generation-iii
306,aggron,332,4,45,35.0,False,False,False,35.0,False,True,gray,upright,lairon,https://pokeapi.co/api/v2/evolution-chain/151/,mountain,generation-iii
307,meditite,333,4,180,70.0,False,False,False,20.0,True,False,blue,humanoid,,https://pokeapi.co/api/v2/evolution-chain/152/,mountain,generation-iii
308,medicham,334,4,90,70.0,False,False,False,20.0,True,True,red,humanoid,meditite,https://pokeapi.co/api/v2/evolution-chain/152/,mountain,generation-iii
309,electrike,335,4,120,50.0,False,False,False,20.0,False,False,green,quadruped,,https://pokeapi.co/api/v2/evolution-chain/153/,grassland,generation-iii
310,manectric,336,4,45,50.0,False,False,False,20.0,False,True,yellow,quadruped,electrike,https://pokeapi.co/api/v2/evolution-chain/153/,grassland,generation-iii
311,plusle,337,4,200,70.0,False,False,False,20.0,False,False,yellow,upright,,https://pokeapi.co/api/v2/evolution-chain/154/,grassland,generation-iii
312,minun,338,4,200,70.0,False,False,False,20.0,False,False,yellow,upright,,https://pokeapi.co/api/v2/evolution-chain/155/,grassland,generation-iii
313,volbeat,339,0,150,70.0,False,False,False,15.0,False,False,gray,upright,,https://pokeapi.co/api/v2/evolution-chain/156/,forest,generation-iii
314,illumise,340,8,150,70.0,False,False,False,15.0,False,False,purple,humanoid,,https://pokeapi.co/api/v2/evolution-chain/157/,forest,generation-iii
315,roselia,342,4,150,50.0,False,False,False,20.0,True,False,green,humanoid,budew,https://pokeapi.co/api/v2/evolution-chain/158/,grassland,generation-iii
316,gulpin,344,4,225,70.0,False,False,False,20.0,True,False,green,arms,,https://pokeapi.co/api/v2/evolution-chain/159/,grassland,generation-iii
317,swalot,345,4,75,70.0,False,False,False,20.0,True,False,purple,arms,gulpin,https://pokeapi.co/api/v2/evolution-chain/159/,grassland,generation-iii
318,carvanha,346,4,225,35.0,False,False,False,20.0,False,False,red,fish,,https://pokeapi.co/api/v2/evolution-chain/160/,sea,generation-iii
319,sharpedo,347,4,60,35.0,False,False,False,20.0,False,True,blue,fish,carvanha,https://pokeapi.co/api/v2/evolution-chain/160/,sea,generation-iii
320,wailmer,348,4,125,50.0,False,False,False,40.0,False,False,blue,fish,,https://pokeapi.co/api/v2/evolution-chain/161/,sea,generation-iii
321,wailord,349,4,60,50.0,False,False,False,40.0,False,False,blue,fish,wailmer,https://pokeapi.co/api/v2/evolution-chain/161/,sea,generation-iii
322,numel,350,4,255,70.0,False,False,False,20.0,True,False,yellow,quadruped,,https://pokeapi.co/api/v2/evolution-chain/162/,mountain,generation-iii
323,camerupt,351,4,150,70.0,False,False,False,20.0,True,True,red,quadruped,numel,https://pokeapi.co/api/v2/evolution-chain/162/,mountain,generation-iii
324,torkoal,352,4,90,50.0,False,False,False,20.0,False,False,brown,quadruped,,https://pokeapi.co/api/v2/evolution-chain/163/,mountain,generation-iii
325,spoink,353,4,255,70.0,False,False,False,20.0,False,False,black,arms,,https://pokeapi.co/api/v2/evolution-chain/164/,mountain,generation-iii
326,grumpig,354,4,60,70.0,False,False,False,20.0,False,False,purple,upright,spoink,https://pokeapi.co/api/v2/evolution-chain/164/,mountain,generation-iii
327,spinda,355,4,255,70.0,False,False,False,15.0,False,False,brown,upright,,https://pokeapi.co/api/v2/evolution-chain/165/,mountain,generation-iii
328,trapinch,356,4,255,50.0,False,False,False,20.0,False,False,brown,armor,,https://pokeapi.co/api/v2/evolution-chain/166/,rough-terrain,generation-iii
329,vibrava,357,4,120,50.0,False,False,False,20.0,False,False,green,bug-wings,trapinch,https://pokeapi.co/api/v2/evolution-chain/166/,rough-terrain,generation-iii
330,flygon,358,4,45,50.0,False,False,False,20.0,False,False,green,wings,vibrava,https://pokeapi.co/api/v2/evolution-chain/166/,rough-terrain,generation-iii
331,cacnea,359,4,190,35.0,False,False,False,20.0,False,False,green,humanoid,,https://pokeapi.co/api/v2/evolution-chain/167/,rough-terrain,generation-iii
332,cacturne,360,4,60,35.0,False,False,False,20.0,True,False,green,humanoid,cacnea,https://pokeapi.co/api/v2/evolution-chain/167/,rough-terrain,generation-iii
333,swablu,361,4,255,50.0,False,False,False,20.0,False,False,blue,wings,,https://pokeapi.co/api/v2/evolution-chain/168/,forest,generation-iii
334,altaria,362,4,45,50.0,False,False,False,20.0,False,True,blue,wings,swablu,https://pokeapi.co/api/v2/evolution-chain/168/,forest,generation-iii
335,zangoose,363,4,90,70.0,False,False,False,20.0,False,False,white,upright,,https://pokeapi.co/api/v2/evolution-chain/169/,grassland,generation-iii
336,seviper,364,4,90,70.0,False,False,False,20.0,False,False,black,squiggle,,https://pokeapi.co/api/v2/evolution-chain/170/,grassland,generation-iii
337,lunatone,365,-1,45,50.0,False,False,False,25.0,False,False,yellow,ball,,https://pokeapi.co/api/v2/evolution-chain/171/,cave,generation-iii
338,solrock,366,-1,45,50.0,False,False,False,25.0,False,False,red,ball,,https://pokeapi.co/api/v2/evolution-chain/172/,cave,generation-iii
339,barboach,367,4,190,50.0,False,False,False,20.0,False,False,gray,fish,,https://pokeapi.co/api/v2/evolution-chain/173/,waters-edge,generation-iii
340,whiscash,368,4,75,50.0,False,False,False,20.0,False,False,blue,fish,barboach,https://pokeapi.co/api/v2/evolution-chain/173/,waters-edge,generation-iii
341,corphish,369,4,205,50.0,False,False,False,15.0,False,False,red,armor,,https://pokeapi.co/api/v2/evolution-chain/174/,waters-edge,generation-iii
342,crawdaunt,370,4,155,50.0,False,False,False,15.0,False,False,red,armor,corphish,https://pokeapi.co/api/v2/evolution-chain/174/,waters-edge,generation-iii
343,baltoy,371,-1,255,50.0,False,False,False,20.0,False,False,brown,arms,,https://pokeapi.co/api/v2/evolution-chain/175/,rough-terrain,generation-iii
344,claydol,372,-1,90,50.0,False,False,False,20.0,False,False,black,arms,baltoy,https://pokeapi.co/api/v2/evolution-chain/175/,rough-terrain,generation-iii
345,lileep,373,1,45,50.0,False,False,False,30.0,False,False,purple,blob,,https://pokeapi.co/api/v2/evolution-chain/176/,sea,generation-iii
346,cradily,374,1,45,50.0,False,False,False,30.0,False,False,green,blob,lileep,https://pokeapi.co/api/v2/evolution-chain/176/,sea,generation-iii
347,anorith,375,1,45,50.0,False,False,False,30.0,False,False,gray,armor,,https://pokeapi.co/api/v2/evolution-chain/177/,waters-edge,generation-iii
348,armaldo,376,1,45,50.0,False,False,False,30.0,False,False,gray,upright,anorith,https://pokeapi.co/api/v2/evolution-chain/177/,waters-edge,generation-iii
349,feebas,377,4,255,50.0,False,False,False,20.0,False,False,brown,fish,,https://pokeapi.co/api/v2/evolution-chain/178/,waters-edge,generation-iii
350,milotic,378,4,60,50.0,False,False,False,20.0,True,False,pink,squiggle,feebas,https://pokeapi.co/api/v2/evolution-chain/178/,waters-edge,generation-iii
351,castform,379,4,45,70.0,False,False,False,25.0,False,True,gray,ball,,https://pokeapi.co/api/v2/evolution-chain/179/,grassland,generation-iii
352,kecleon,380,4,200,70.0,False,False,False,20.0,False,False,green,upright,,https://pokeapi.co/api/v2/evolution-chain/180/,forest,generation-iii
353,shuppet,381,4,225,35.0,False,False,False,25.0,False,False,black,ball,,https://pokeapi.co/api/v2/evolution-chain/181/,urban,generation-iii
354,banette,382,4,45,35.0,False,False,False,25.0,False,True,black,upright,shuppet,https://pokeapi.co/api/v2/evolution-chain/181/,urban,generation-iii
355,duskull,383,4,190,35.0,False,False,False,25.0,False,False,black,arms,,https://pokeapi.co/api/v2/evolution-chain/182/,forest,generation-iii
356,dusclops,384,4,90,35.0,False,False,False,25.0,False,False,black,humanoid,duskull,https://pokeapi.co/api/v2/evolution-chain/182/,forest,generation-iii
357,tropius,386,4,200,70.0,False,False,False,25.0,False,False,green,quadruped,,https://pokeapi.co/api/v2/evolution-chain/183/,forest,generation-iii
358,chimecho,388,4,45,70.0,False,False,False,25.0,False,False,blue,arms,chingling,https://pokeapi.co/api/v2/evolution-chain/184/,grassland,generation-iii
359,absol,389,4,30,35.0,False,False,False,25.0,False,True,white,quadruped,,https://pokeapi.co/api/v2/evolution-chain/185/,mountain,generation-iii
360,wynaut,232,4,125,50.0,True,False,False,20.0,False,False,blue,upright,,https://pokeapi.co/api/v2/evolution-chain/100/,cave,generation-iii
361,snorunt,390,4,190,50.0,False,False,False,20.0,False,False,gray,humanoid,,https://pokeapi.co/api/v2/evolution-chain/186/,cave,generation-iii
362,glalie,391,4,75,50.0,False,False,False,20.0,False,True,gray,ball,snorunt,https://pokeapi.co/api/v2/evolution-chain/186/,cave,generation-iii
363,spheal,393,4,255,50.0,False,False,False,20.0,False,False,blue,fish,,https://pokeapi.co/api/v2/evolution-chain/187/,sea,generation-iii
364,sealeo,394,4,120,50.0,False,False,False,20.0,False,False,blue,fish,spheal,https://pokeapi.co/api/v2/evolution-chain/187/,sea,generation-iii
365,walrein,395,4,45,50.0,False,False,False,20.0,False,False,blue,quadruped,sealeo,https://pokeapi.co/api/v2/evolution-chain/187/,sea,generation-iii
366,clamperl,396,4,255,70.0,False,False,False,20.0,False,False,blue,ball,,https://pokeapi.co/api/v2/evolution-chain/188/,sea,generation-iii
367,huntail,397,4,60,70.0,False,False,False,20.0,False,False,blue,squiggle,clamperl,https://pokeapi.co/api/v2/evolution-chain/188/,sea,generation-iii
368,gorebyss,398,4,60,70.0,False,False,False,20.0,False,False,pink,squiggle,clamperl,https://pokeapi.co/api/v2/evolution-chain/188/,sea,generation-iii
369,relicanth,399,1,25,50.0,False,False,False,40.0,True,False,gray,fish,,https://pokeapi.co/api/v2/evolution-chain/189/,sea,generation-iii
