pokemon_id,hp,attack,defense,special_attack,special_defense,speed,total_stats
871,48,101,95,91,85,15,435
872,30,25,35,45,30,20,185
873,70,65,60,125,90,65,475
874,100,125,135,20,20,70,470
875,75,80,110,65,90,50,470
876,60,65,55,105,95,95,475
877,58,95,58,70,58,97,436
878,72,80,49,40,49,40,330
879,122,130,69,80,69,30,500
880,90,100,90,80,70,75,505
881,90,100,90,90,80,55,505
882,90,90,100,70,80,75,505
883,90,90,100,80,90,55,505
884,70,95,115,120,50,85,535
885,28,60,30,40,30,82,270
886,68,80,50,60,50,102,410
887,88,120,75,100,75,142,600
888,92,120,115,80,115,138,660
889,92,120,115,80,115,138,660
890,140,85,95,145,95,130,690
891,60,90,60,53,50,72,385
892,100,130,100,63,60,97,550
893,105,120,105,70,95,105,600
894,80,100,50,100,50,200,580
895,200,100,50,100,50,80,580
896,100,145,130,65,110,30,580
897,100,65,60,145,80,130,580
898,100,80,80,80,80,80,500
899,103,105,72,105,75,65,525
900,70,135,95,45,70,85,500
901,130,140,105,45,80,50,550
902,120,112,65,80,75,78,530
903,80,130,60,40,80,120,510
904,85,115,95,65,65,85,510
905,74,115,70,135,80,106,580
906,40,61,54,45,45,65,310
907,61,80,63,60,63,83,410
908,76,110,70,81,70,123,530
909,67,45,59,63,40,36,310
910,81,55,78,90,58,49,411
911,104,75,100,110,75,66,530
912,55,65,45,50,45,50,310
913,70,85,65,65,60,65,410
914,85,120,80,85,75,85,530
915,54,45,40,35,45,35,254
916,110,100,75,59,80,65,489
917,35,41,45,29,40,20,210
918,60,79,92,52,86,35,404
919,33,46,40,21,25,45,210
920,71,102,78,52,55,92,450
921,45,50,20,40,25,60,240
922,60,75,40,50,40,85,350
923,70,115,70,70,60,105,490
924,50,50,45,40,45,75,305
925,74,75,70,65,75,111,470
926,37,55,70,30,55,65,312
927,57,80,115,50,80,95,477
928,41,35,45,58,51,30,260
929,52,53,60,78,78,33,354
930,78,69,90,125,109,39,510
931,82,96,51,45,51,92,417
932,55,55,75,35,35,25,280
933,60,60,100,35,65,35,355
934,100,100,130,45,90,35,500
935,40,50,40,50,40,35,255
936,85,60,100,125,80,75,525
937,75,125,80,60,100,85,525
938,61,31,41,59,35,45,272
939,109,64,91,103,83,45,495
940,40,40,35,55,40,70,280
941,70,70,60,105,60,125,490
942,60,78,60,40,51,51,340
943,80,120,90,60,70,85,505
944,40,65,35,40,35,75,290
945,63,95,65,80,72,110,485
946,40,65,30,45,35,60,275
947,55,115,70,80,70,90,480
948,40,40,35,50,100,70,335
949,80,70,65,80,120,100,515
950,70,100,115,35,55,75,450
951,50,62,40,62,40,50,304
952,65,108,65,108,65,75,486
953,41,50,60,31,58,30,270
954,75,50,85,115,100,45,470
955,30,35,30,55,30,75,255
956,95,60,60,101,60,105,481
957,50,45,45,35,64,58,297
958,65,55,55,45,82,78,380
959,85,75,77,70,105,94,506
960,10,55,25,35,25,95,245
961,35,100,50,50,70,120,425
962,70,103,85,60,85,82,485
963,70,45,40,45,40,75,315
964,100,70,72,53,62,100,457
965,45,70,63,30,45,47,300
966,80,119,90,54,67,90,500
967,70,95,65,85,65,121,501
968,70,85,145,60,55,65,480
969,48,35,42,105,60,60,350
970,83,55,90,130,81,86,525
971,50,61,60,30,55,34,290
972,72,101,100,50,97,68,488
973,82,115,74,75,64,90,500
974,108,68,45,30,40,43,334
975,170,113,65,45,55,73,521
976,90,102,73,78,65,70,478
977,150,100,115,65,65,35,530
978,68,50,60,120,95,82,475
979,110,115,80,50,90,90,535
980,130,75,60,45,100,20,430
981,120,90,70,110,70,60,520
982,125,100,80,85,75,55,520
983,100,135,120,60,85,50,550
984,115,131,131,53,53,87,570
985,115,65,99,65,115,111,570
986,111,127,99,79,99,55,570
987,55,55,55,135,135,135,570
988,85,135,79,85,105,81,570
989,85,81,97,121,85,101,570
990,90,112,120,72,70,106,570
991,56,80,114,124,60,136,570
992,154,140,108,50,68,50,570
993,94,80,86,122,80,108,570
994,80,70,60,140,110,110,570
995,100,134,110,70,84,72,570
996,65,75,45,35,45,55,320
997,90,95,66,45,65,62,423
998,115,145,92,75,86,87,600
999,45,30,70,75,70,10,300
1000,87,60,95,133,91,84,550
1001,85,85,100,95,135,70,570
1002,80,120,80,90,65,135,570
1003,155,110,125,55,80,45,570
1004,55,80,80,135,120,100,570
1005,105,139,71,55,101,119,590
1006,74,130,90,120,60,116,590
1007,100,135,115,85,100,135,670
1008,100,85,100,135,115,135,670
1009,99,83,91,125,83,109,590
1010,90,130,88,70,108,104,590
1011,80,80,110,95,80,40,485
1012,40,45,45,74,54,50,308
1013,71,60,106,121,80,70,508
1014,88,128,115,58,86,80,555
1015,88,75,66,130,90,106,555
1016,88,91,82,70,125,99,555
1017,80,120,84,60,96,110,550
1018,90,105,130,125,65,85,600
1019,106,80,110,120,80,44,540
1020,105,115,121,65,93,91,590
1021,125,73,91,137,89,75,590
1022,90,120,80,68,108,124,590
1023,90,72,100,122,108,98,590
1024,90,65,85,65,85,60,450
1025,88,88,160,88,88,88,600

