species_id,entry_number_1,pokedex_name_1,entry_number_2,pokedex_name_2,entry_number_3,pokedex_name_3,entry_number_4,pokedex_name_4,entry_number_5,pokedex_name_5,entry_number_6,pokedex_name_6,entry_number_7,pokedex_name_7,entry_number_8,pokedex_name_8,entry_number_9,pokedex_name_9,entry_number_10,pokedex_name_10,entry_number_11,pokedex_name_11,entry_number_12,pokedex_name_12,entry_number_13,pokedex_name_13,entry_number_14,pokedex_name_14,entry_number_15,pokedex_name_15,entry_number_16,pokedex_name_16,entry_number_17,pokedex_name_17,entry_number_18,pokedex_name_18,entry_number_19,pokedex_name_19,entry_number_20,pokedex_name_20,entry_number_21,pokedex_name_21,entry_number_22,pokedex_name_22,entry_number_23,pokedex_name_23,entry_number_24,pokedex_name_24,entry_number_25,pokedex_name_25,entry_number_26,pokedex_name_26,entry_number_27,pokedex_name_27
160,9,original-johto,9,updated-johto,160,national,181,blueberry,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
161,19,original-johto,19,updated-johto,26,kitakami,109,kalos-central,161,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
162,20,original-johto,20,updated-johto,27,kitakami,110,kalos-central,162,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
163,15,original-johto,15,updated-johto,19,galar,45,kitakami,106,original-sinnoh,106,extended-sinnoh,113,updated-akala,117,kalos-mountain,163,national,212,updated-alola,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
164,16,original-johto,16,updated-johto,20,galar,46,kitakami,107,original-sinnoh,107,extended-sinnoh,114,updated-akala,118,kalos-mountain,164,national,213,updated-alola,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
165,8,original-ulaula,8,updated-ulaula,20,updated-alola,20,updated-melemele,20,original-alola,20,original-melemele,30,original-johto,30,updated-johto,74,kalos-central,165,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
166,9,original-ulaula,9,updated-ulaula,21,updated-alola,21,updated-melemele,21,original-alola,21,original-melemele,31,original-johto,31,updated-johto,75,kalos-central,166,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
167,1,kitakami,10,updated-ulaula,10,original-ulaula,22,updated-alola,22,updated-melemele,22,original-alola,22,original-melemele,32,original-johto,32,updated-johto,107,kalos-mountain,167,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
168,2,kitakami,11,original-ulaula,11,updated-ulaula,23,updated-alola,23,updated-melemele,23,original-alola,23,original-melemele,33,original-johto,33,updated-johto,108,kalos-mountain,168,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
169,21,original-poni,25,conquest-gallery,28,original-akala,28,updated-akala,28,updated-poni,30,original-sinnoh,30,extended-sinnoh,36,hisui,37,updated-ulaula,37,original-ulaula,39,original-johto,39,updated-johto,63,updated-unova,65,hoenn,67,updated-hoenn,70,original-alola,70,original-melemele,82,updated-alola,82,updated-melemele,146,crown-tundra,147,kalos-central,169,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
170,78,blueberry,128,original-akala,147,kalos-coastal,158,updated-akala,170,national,174,original-johto,176,updated-johto,181,hoenn,188,isle-of-armor,190,updated-hoenn,201,original-alola,220,galar,257,updated-alola,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
171,79,blueberry,129,original-akala,148,kalos-coastal,159,updated-akala,171,national,175,original-johto,177,updated-johto,182,hoenn,189,isle-of-armor,191,updated-hoenn,202,original-alola,221,galar,258,updated-alola,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
172,15,conquest-gallery,20,kitakami,21,updated-johto,21,original-johto,24,original-alola,24,original-melemele,31,updated-alola,31,updated-melemele,35,kalos-central,55,hisui,73,paldea,84,isle-of-armor,103,original-sinnoh,103,extended-sinnoh,155,hoenn,162,updated-hoenn,172,national,193,galar,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,40,original-johto,40,updated-johto,43,crown-tundra,82,original-ulaula,88,updated-unova,93,updated-ulaula,99,original-sinnoh,99,extended-sinnoh,151,kitakami,173,national,199,hisui,210,original-alola,254,galar,272,updated-alola,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
174,11,isle-of-armor,20,conquest-gallery,43,original-johto,43,updated-johto,59,paldea,61,original-akala,68,updated-akala,119,kalos-mountain,134,original-alola,137,hoenn,142,updated-hoenn,167,updated-alola,174,national,281,updated-unova,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
175,46,original-johto,46,updated-johto,127,hisui,173,extended-sinnoh,175,national,257,galar,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
176,47,original-johto,47,updated-johto,128,hisui,174,extended-sinnoh,176,national,258,galar,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
177,92,galar,153,updated-akala,159,original-johto,161,updated-johto,162,hoenn,169,updated-hoenn,177,national,252,updated-alola,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
178,93,galar,154,updated-akala,160,original-johto,162,updated-johto,163,hoenn,170,updated-hoenn,178,national,253,updated-alola,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
179,25,updated-unova,45,conquest-gallery,53,original-johto,53,updated-johto,63,updated-akala,101,paldea,127,kalos-coastal,162,updated-alola,179,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
180,26,updated-unova,46,conquest-gallery,54,original-johto,54,updated-johto,64,updated-akala,102,paldea,128,kalos-coastal,163,updated-alola,180,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
181,27,updated-unova,47,conquest-gallery,55,original-johto,55,updated-johto,65,updated-akala,103,paldea,129,kalos-coastal,164,updated-alola,181,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
182,58,galar,65,blueberry,86,original-johto,86,updated-johto,91,hoenn,94,updated-hoenn,108,kalos-central,182,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
183,31,updated-unova,42,kalos-central,47,paldea,55,hoenn,56,updated-hoenn,125,original-sinnoh,125,extended-sinnoh,130,original-johto,132,updated-johto,140,isle-of-armor,183,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
184,32,updated-unova,43,kalos-central,48,paldea,56,hoenn,57,updated-hoenn,126,original-sinnoh,126,extended-sinnoh,131,original-johto,133,updated-johto,141,isle-of-armor,184,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
185,15,original-akala,15,updated-akala,31,original-alola,31,original-melemele,38,updated-alola,38,updated-melemele,84,kitakami,88,paldea,93,original-sinnoh,93,extended-sinnoh,106,original-johto,107,updated-johto,124,hisui,130,kalos-mountain,185,national,253,galar,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
186,36,kalos-mountain,42,kitakami,71,original-ulaula,75,original-johto,75,updated-johto,77,updated-ulaula,79,original-akala,86,updated-akala,145,isle-of-armor,152,original-alola,185,updated-alola,186,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
187,16,paldea,67,original-johto,67,updated-johto,135,kalos-central,187,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
188,17,paldea,68,original-johto,68,updated-johto,136,kalos-central,188,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
189,18,paldea,69,original-johto,69,updated-johto,137,kalos-central,189,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
190,47,kitakami,63,original-sinnoh,63,extended-sinnoh,78,hisui,115,updated-poni,122,original-johto,123,updated-johto,190,national,368,updated-alola,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191,20,updated-unova,31,paldea,102,original-johto,103,updated-johto,191,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
192,21,updated-unova,32,paldea,103,original-johto,104,updated-johto,192,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
193,3,kitakami,87,kalos-coastal,101,original-johto,101,updated-johto,105,hisui,183,extended-sinnoh,193,national,286,updated-unova,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
194,5,kitakami,17,kalos-mountain,18,conquest-gallery,53,paldea,56,updated-johto,56,original-johto,58,isle-of-armor,100,galar,117,original-sinnoh,117,extended-sinnoh,194,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
195,6,kitakami,18,kalos-mountain,19,conquest-gallery,57,updated-johto,57,original-johto,59,isle-of-armor,101,galar,118,original-sinnoh,118,extended-sinnoh,195,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
196,5,conquest-gallery,29,hisui,54,original-akala,58,updated-akala,79,crown-tundra,81,kalos-coastal,95,updated-unova,127,original-alola,157,updated-alola,167,extended-sinnoh,183,paldea,184,original-johto,188,updated-johto,196,national,200,galar,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
197,6,conquest-gallery,30,hisui,55,original-akala,59,updated-akala,78,crown-tundra,82,kalos-coastal,96,updated-unova,128,original-alola,158,updated-alola,168,extended-sinnoh,184,paldea,185,original-johto,189,updated-johto,197,national,201,galar,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
198,51,kalos-mountain,74,original-sinnoh,74,extended-sinnoh,78,updated-alola,78,updated-melemele,92,original-poni,140,hisui,198,national,208,original-johto,213,updated-johto,232,paldea,277,original-alola,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
199,3,isle-of-armor,20,original-ulaula,20,updated-ulaula,39,original-alola,39,original-melemele,46,updated-alola,46,updated-melemele,77,blueberry,82,original-johto,82,updated-johto,135,kalos-coastal,199,national,326,paldea,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200,66,original-alola,66,original-melemele,72,original-sinnoh,72,extended-sinnoh,114,paldea,119,updated-poni,183,conquest-gallery,197,hisui,200,national,214,original-johto,219,updated-johto,372,updated-alola,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
201,61,original-johto,61,updated-johto,114,original-sinnoh,114,extended-sinnoh,142,hisui,201,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
202,107,original-johto,108,updated-johto,119,kalos-coastal,161,hoenn,168,updated-hoenn,202,national,217,galar,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
203,25,blueberry,121,original-sinnoh,121,extended-sinnoh,147,original-johto,149,updated-johto,164,hoenn,171,updated-hoenn,192,paldea,203,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
204,56,conquest-gallery,89,updated-ulaula,93,original-johto,93,updated-johto,204,national,258,paldea,268,updated-alola,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
205,57,conquest-gallery,90,updated-ulaula,94,original-johto,94,updated-johto,205,national,259,paldea,269,updated-alola,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
206,35,updated-unova,40,kalos-central,52,original-johto,52,updated-johto,52,isle-of-armor,63,updated-alola,63,updated-melemele,160,kitakami,188,paldea,206,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207,115,kalos-mountain,121,kitakami,153,extended-sinnoh,185,hisui,189,original-johto,193,updated-johto,207,national,221,updated-unova,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
208,35,original-sinnoh,35,extended-sinnoh,54,kalos-coastal,63,updated-johto,63,original-johto,72,updated-unova,119,hisui,176,conquest-gallery,179,galar,208,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
209,71,kalos-coastal,73,original-poni,86,updated-poni,123,original-johto,125,updated-johto,151,blueberry,209,national,258,original-alola,339,updated-alola,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
210,72,kalos-coastal,74,original-poni,87,updated-poni,124,original-johto,126,updated-johto,152,blueberry,210,national,259,original-alola,340,updated-alola,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
211,38,kalos-coastal,84,hisui,146,blueberry,161,original-johto,163,updated-johto,211,national,304,galar,331,paldea,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
212,20,blueberry,74,hisui,91,original-poni,111,original-johto,112,updated-johto,113,updated-poni,119,isle-of-armor,137,kalos-mountain,189,conquest-gallery,196,extended-sinnoh,212,national,261,paldea,276,original-alola,366,updated-alola,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
213,14,kalos-mountain,166,original-johto,168,updated-johto,170,crown-tundra,213,national,227,galar,232,updated-unova,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
214,49,kitakami,62,original-sinnoh,62,extended-sinnoh,75,hisui,113,original-johto,114,updated-johto,114,updated-poni,121,isle-of-armor,131,kalos-coastal,145,updated-unova,168,hoenn,175,updated-hoenn,214,national,262,paldea,367,updated-alola,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
215,28,crown-tundra,91,kalos-mountain,121,original-ulaula,144,original-sinnoh,144,extended-sinnoh,147,updated-ulaula,170,kitakami,181,conquest-gallery,202,hisui,213,original-johto,215,national,218,updated-johto,230,paldea,249,original-alola,252,updated-unova,292,galar,326,updated-alola,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
216,112,hisui,132,kalos-mountain,193,original-johto,198,updated-johto,215,paldea,216,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
217,113,hisui,133,kalos-mountain,194,original-johto,199,updated-johto,216,paldea,217,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
218,12,kalos-mountain,103,hoenn,108,updated-hoenn,144,kitakami,211,original-johto,216,updated-johto,218,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
219,13,kalos-mountain,104,hoenn,109,updated-hoenn,145,kitakami,212,original-johto,217,updated-johto,219,national,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
220,7,crown-tundra,50,kitakami,75,galar,76,kalos-mountain,191,original-johto,195,updated-johto,203,extended-sinnoh,212,hisui,220,national,258,updated-unova,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
221,8,crown-tundra,51,kitakami,76,galar,77,kalos-mountain,192,original-johto,196,updated-johto,204,extended-sinnoh,213,hisui,221,national,259,updated-unova,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
222,44,original-akala,44,updated-akala,112,original-alola,112,original-melemele,135,updated-alola,135,updated-melemele,146,kalos-coastal,171,original-johto,173,updated-johto,180,hoenn,189,updated-hoenn,222,national,236,galar,237,updated-unova,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
