species_id,entry_number,pokedex_name
112,212,updated-johto
112,161,conquest-gallery
112,51,kalos-coastal
112,177,updated-hoenn
112,112,letsgo-kanto
112,265,galar
112,184,isle-of-armor
112,121,hisui
112,6,blueberry
113,113,national
113,113,kanto
113,217,original-johto
113,97,original-sinnoh
113,97,extended-sinnoh
113,222,updated-johto
113,33,original-alola
113,33,original-melemele
113,17,original-akala
113,16,original-ulaula
113,9,original-poni
113,40,updated-alola
113,40,updated-melemele
113,17,updated-akala
113,16,updated-ulaula
113,16,updated-poni
113,113,letsgo-kanto
113,7,isle-of-armor
113,87,hisui
113,44,paldea
113,17,blueberry
114,114,national
114,114,kanto
114,179,original-johto
114,181,extended-sinnoh
114,182,updated-johto
114,217,updated-unova
114,114,letsgo-kanto
114,80,isle-of-armor
114,95,hisui
115,115,national
115,115,kanto
115,205,original-johto
115,210,updated-johto
115,62,kalos-coastal
115,165,original-alola
115,92,original-akala
115,199,updated-alola
115,100,updated-akala
115,115,letsgo-kanto
115,172,isle-of-armor
116,116,national
116,116,kanto
116,186,original-johto
116,184,hoenn
116,190,updated-johto
116,39,kalos-coastal
116,193,updated-hoenn
116,116,letsgo-kanto
116,198,isle-of-armor
116,52,blueberry
117,117,national
117,117,kanto
117,187,original-johto
117,185,hoenn
117,191,updated-johto
117,40,kalos-coastal
117,194,updated-hoenn
117,117,letsgo-kanto
117,199,isle-of-armor
117,53,blueberry
118,118,national
118,118,kanto
118,78,original-johto
118,50,hoenn
118,78,original-sinnoh
118,78,extended-sinnoh
118,78,updated-johto
118,53,kalos-central
118,51,updated-hoenn
118,153,original-alola
118,80,original-akala
118,72,original-ulaula
118,186,updated-alola
118,87,updated-akala
118,78,updated-ulaula
118,118,letsgo-kanto
118,146,galar
118,94,isle-of-armor
119,119,national
119,119,kanto
119,79,original-johto
119,51,hoenn
119,79,original-sinnoh
119,79,extended-sinnoh
119,79,updated-johto
119,54,kalos-central
119,52,updated-hoenn
119,154,original-alola
119,81,original-akala
119,73,original-ulaula
119,187,updated-alola
119,88,updated-akala
119,79,updated-ulaula
119,119,letsgo-kanto
119,147,galar
119,95,isle-of-armor
120,120,national
120,120,kanto
120,167,original-johto
120,143,hoenn
120,169,updated-johto
120,238,updated-unova
120,34,kalos-coastal
120,148,updated-hoenn
120,184,original-alola
120,111,original-akala
120,223,updated-alola
120,124,updated-akala
120,120,letsgo-kanto
120,98,isle-of-armor
121,121,national
121,121,kanto
121,168,original-johto
121,144,hoenn
121,170,updated-johto
121,239,updated-unova
121,35,kalos-coastal
121,149,updated-hoenn
121,185,original-alola
121,112,original-akala
121,224,updated-alola
121,125,updated-akala
121,121,letsgo-kanto
121,99,isle-of-armor
122,122,national
122,122,kanto
122,156,original-johto
122,95,original-sinnoh
122,95,extended-sinnoh
122,158,updated-johto
122,114,kalos-coastal
122,60,updated-alola
122,60,updated-melemele
122,122,letsgo-kanto
122,365,galar
122,11,crown-tundra
122,77,hisui
123,123,national
123,123,kanto
123,110,original-johto
123,195,extended-sinnoh
123,111,updated-johto
123,188,conquest-gallery
123,136,kalos-mountain
123,275,original-alola
123,90,original-poni
123,365,updated-alola
123,112,updated-poni
123,123,letsgo-kanto
123,118,isle-of-armor
123,72,hisui
123,260,paldea
123,19,blueberry
124,124,national
124,124,kanto
124,153,original-johto
124,155,updated-johto
124,84,kalos-mountain
124,110,updated-alola
124,110,updated-melemele
124,124,letsgo-kanto
124,14,crown-tundra
125,125,national
125,125,kanto
125,155,original-johto
125,198,extended-sinnoh
125,157,updated-johto
125,57,updated-unova
125,227,original-alola
125,99,original-ulaula
125,296,updated-alola
125,117,updated-ulaula
125,125,letsgo-kanto
125,16,crown-tundra
125,183,hisui
125,11,blueberry
126,126,national
126,126,kanto
126,151,original-johto
126,201,extended-sinnoh
126,153,updated-johto
126,54,updated-unova
126,167,original-alola
126,94,original-akala
126,201,updated-alola
126,102,updated-akala
126,126,letsgo-kanto
126,19,crown-tundra
126,175,hisui
126,14,blueberry
127,127,national
127,127,kanto
127,112,original-johto
127,167,hoenn
127,113,updated-johto
127,146,updated-unova
127,130,kalos-coastal
127,174,updated-hoenn
127,175,original-alola
127,102,original-akala
127,65,original-poni
127,211,updated-alola
127,112,updated-akala
127,78,updated-poni
127,127,letsgo-kanto
127,120,isle-of-armor
128,128,national
128,128,kanto
128,148,original-johto
128,150,updated-johto
128,125,kalos-coastal
128,137,original-alola
128,64,original-akala
128,61,original-poni
128,170,updated-alola
128,71,updated-akala
128,73,updated-poni
128,128,letsgo-kanto
128,116,isle-of-armor
128,223,paldea
128,22,blueberry
129,129,national
129,129,kanto
129,76,original-johto
129,52,hoenn
129,23,original-sinnoh
129,23,extended-sinnoh
129,76,updated-johto
129,13,conquest-gallery
129,49,kalos-central
129,53,updated-hoenn
129,91,original-alola
129,91,original-melemele
129,34,original-akala
129,51,original-ulaula
129,41,original-poni
129,111,updated-alola
129,111,updated-melemele
129,34,updated-akala
129,54,updated-ulaula
129,53,updated-poni
129,129,letsgo-kanto
129,144,galar
129,42,isle-of-armor
129,62,crown-tundra
129,80,hisui
129,134,paldea
129,43,kitakami
130,130,national
130,130,kanto
130,77,original-johto
130,53,hoenn
130,24,original-sinnoh
130,24,extended-sinnoh
130,77,updated-johto
130,14,conquest-gallery
130,50,kalos-central
130,54,updated-hoenn
130,92,original-alola
130,92,original-melemele
130,35,original-akala
130,52,original-ulaula
130,42,original-poni
130,112,updated-alola
130,112,updated-melemele
130,35,updated-akala
130,55,updated-ulaula
130,54,updated-poni
130,130,letsgo-kanto
130,145,galar
130,43,isle-of-armor
130,63,crown-tundra
130,81,hisui
130,135,paldea
130,44,kitakami
131,131,national
131,131,kanto
131,219,original-johto
131,224,updated-johto
131,242,updated-unova
131,190,conquest-gallery
131,150,kalos-coastal
131,268,original-alola
131,83,original-poni
131,353,updated-alola
131,100,updated-poni
131,131,letsgo-kanto
131,361,galar
131,190,crown-tundra
131,145,blueberry
132,132,national
132,132,kanto
132,92,original-johto
132,92,updated-johto
132,261,updated-unova
132,138,kalos-mountain
132,209,original-alola
132,81,original-ulaula
132,271,updated-alola
132,92,updated-ulaula
132,132,letsgo-kanto
132,373,galar
132,207,isle-of-armor
132,212,paldea
133,133,national
133,133,kanto
133,180,original-johto
133,163,extended-sinnoh
133,184,updated-johto
133,91,updated-unova
133,1,conquest-gallery
133,77,kalos-coastal
133,123,original-alola
133,50,original-akala
133,153,updated-alola
133,54,updated-akala
133,133,letsgo-kanto
133,196,galar
133,74,crown-tundra
133,25,hisui
133,179,paldea
134,134,national
134,134,kanto
134,181,original-johto
134,164,extended-sinnoh
134,185,updated-johto
134,92,updated-unova
134,2,conquest-gallery
134,78,kalos-coastal
134,124,original-alola
134,51,original-akala
134,154,updated-alola
134,55,updated-akala
134,134,letsgo-kanto
134,197,galar
134,75,crown-tundra
134,26,hisui
134,180,paldea
135,135,national
135,135,kanto
135,182,original-johto
135,165,extended-sinnoh
135,186,updated-johto
135,93,updated-unova
135,3,conquest-gallery
135,79,kalos-coastal
135,125,original-alola
135,52,original-akala
135,155,updated-alola
135,56,updated-akala
135,135,letsgo-kanto
135,198,galar
135,76,crown-tundra
135,27,hisui
135,181,paldea
136,136,national
136,136,kanto
136,183,original-johto
136,166,extended-sinnoh
136,187,updated-johto
136,94,updated-unova
136,4,conquest-gallery
136,80,kalos-coastal
136,126,original-alola
136,53,original-akala
136,156,updated-alola
136,57,updated-akala
136,136,letsgo-kanto
136,199,galar
136,77,crown-tundra
136,28,hisui
136,182,paldea
137,137,national
137,137,kanto
137,215,original-johto
137,192,extended-sinnoh
137,220,updated-johto
137,217,original-alola
137,89,original-ulaula
137,281,updated-alola
137,102,updated-ulaula
137,137,letsgo-kanto
137,208,isle-of-armor
137,133,hisui
137,129,blueberry
138,138,national
138,138,kanto
138,220,original-johto
138,225,updated-johto
138,227,updated-alola
138,128,updated-akala
138,138,letsgo-kanto
138,123,crown-tundra
139,139,national
139,139,kanto
139,221,original-johto
139,226,updated-johto
139,228,updated-alola
139,129,updated-akala
139,139,letsgo-kanto
139,124,crown-tundra
140,140,national
140,140,kanto
140,222,original-johto
140,227,updated-johto
140,229,updated-alola
140,130,updated-akala
140,140,letsgo-kanto
140,125,crown-tundra
141,141,national
141,141,kanto
141,223,original-johto
141,228,updated-johto
141,230,updated-alola
141,131,updated-akala
141,141,letsgo-kanto
141,126,crown-tundra
142,142,national
142,142,kanto
142,224,original-johto
142,229,updated-johto
142,68,kalos-coastal
142,284,original-alola
142,99,original-poni
142,382,updated-alola
142,129,updated-poni
142,142,letsgo-kanto
142,127,crown-tundra
143,143,national
143,143,kanto
143,225,original-johto
143,113,original-sinnoh
143,113,extended-sinnoh
143,230,updated-johto
143,179,conquest-gallery
143,139,kalos-central
143,36,original-alola
143,36,original-melemele
143,43,updated-alola
143,43,updated-melemele
143,143,letsgo-kanto
143,261,galar
143,173,crown-tundra
143,52,hisui
143,103,kitakami
144,144,national
144,144,kanto
144,235,original-johto
144,240,updated-johto
144,192,conquest-gallery
144,151,kalos-coastal
144,144,letsgo-kanto
144,202,crown-tundra
145,145,national
145,145,kanto
145,236,original-johto
145,241,updated-johto
145,152,kalos-coastal
145,145,letsgo-kanto
145,203,crown-tundra
146,146,national
146,146,kanto
146,237,original-johto
146,242,updated-johto
146,153,kalos-coastal
146,146,letsgo-kanto
146,204,crown-tundra
147,147,national
147,147,kanto
147,241,original-johto
147,246,updated-johto
147,76,conquest-gallery
147,145,kalos-mountain
147,281,original-alola
147,96,original-poni
147,379,updated-alola
147,126,updated-poni
147,147,letsgo-kanto
147,194,crown-tundra
147,347,paldea
148,148,national
148,148,kanto
148,242,original-johto
148,247,updated-johto
148,77,conquest-gallery
148,146,kalos-mountain
148,282,original-alola
148,97,original-poni
148,380,updated-alola
148,127,updated-poni
148,148,letsgo-kanto
148,195,crown-tundra
148,348,paldea
149,149,national
149,149,kanto
149,243,original-johto
149,248,updated-johto
149,78,conquest-gallery
149,147,kalos-mountain
149,283,original-alola
149,98,original-poni
149,381,updated-alola
149,128,updated-poni
149,149,letsgo-kanto
149,196,crown-tundra
149,349,paldea
150,150,national
150,150,kanto
150,249,original-johto
150,254,updated-johto
150,196,conquest-gallery
150,151,kalos-mountain
150,150,letsgo-kanto
151,151,national
151,151,kanto
151,250,original-johto
151,255,updated-johto
151,151,letsgo-kanto
152,152,national
152,1,original-johto
152,1,updated-johto
152,173,blueberry
153,153,national
153,2,original-johto
153,2,updated-johto
153,174,blueberry
154,154,national
154,3,original-johto
154,3,updated-johto
154,175,blueberry
155,155,national
155,4,original-johto
155,4,updated-johto
155,4,hisui
155,176,blueberry
156,156,national
156,5,original-johto
156,5,updated-johto
156,5,hisui
156,177,blueberry
157,157,national
157,6,original-johto
157,6,updated-johto
157,6,hisui
157,178,blueberry
158,158,national
158,7,original-johto
158,7,updated-johto
158,179,blueberry
159,159,national
159,8,original-johto
159,8,updated-johto
159,180,blueberry
160,160,national
160,9,original-johto
160,9,updated-johto
160,181,blueberry
161,161,national
161,19,original-johto
161,19,updated-johto
161,109,kalos-central
161,26,kitakami
162,162,national
162,20,original-johto
162,20,updated-johto
162,110,kalos-central
162,27,kitakami
163,163,national
163,15,original-johto
163,106,original-sinnoh
163,106,extended-sinnoh
163,15,updated-johto
163,117,kalos-mountain
163,212,updated-alola
163,113,updated-akala
163,19,galar
163,45,kitakami
164,164,national
164,16,original-johto
164,107,original-sinnoh
164,107,extended-sinnoh
164,16,updated-johto
164,118,kalos-mountain
164,213,updated-alola
164,114,updated-akala
164,20,galar
164,46,kitakami
165,165,national
165,30,original-johto
165,30,updated-johto
165,74,kalos-central
165,20,original-alola
165,20,original-melemele
165,8,original-ulaula
165,20,updated-alola
165,20,updated-melemele
165,8,updated-ulaula
166,166,national
166,31,original-johto
166,31,updated-johto
166,75,kalos-central
166,21,original-alola
166,21,original-melemele
166,9,original-ulaula
166,21,updated-alola
166,21,updated-melemele
166,9,updated-ulaula
167,167,national
167,32,original-johto
167,32,updated-johto
167,107,kalos-mountain
167,22,original-alola
167,22,original-melemele
167,10,original-ulaula
167,22,updated-alola
167,22,updated-melemele
167,10,updated-ulaula
167,1,kitakami
168,168,national
168,33,original-johto
168,33,updated-johto
168,108,kalos-mountain
168,23,original-alola
168,23,original-melemele
168,11,original-ulaula
168,23,updated-alola
168,23,updated-melemele
168,11,updated-ulaula
168,2,kitakami
169,169,national
169,39,original-johto
169,65,hoenn
169,30,original-sinnoh
169,30,extended-sinnoh
169,39,updated-johto
169,63,updated-unova
169,25,conquest-gallery
169,147,kalos-central
169,67,updated-hoenn
169,70,original-alola
169,70,original-melemele
169,28,original-akala
169,37,original-ulaula
169,21,original-poni
169,82,updated-alola
169,82,updated-melemele
169,28,updated-akala
169,37,updated-ulaula
169,28,updated-poni
169,146,crown-tundra
169,36,hisui
170,170,national
170,174,original-johto
170,181,hoenn
170,176,updated-johto
170,147,kalos-coastal
170,190,updated-hoenn
170,201,original-alola
170,128,original-akala
170,257,updated-alola
170,158,updated-akala
170,220,galar
170,188,isle-of-armor
170,78,blueberry
171,171,national
171,175,original-johto
171,182,hoenn
171,177,updated-johto
171,148,kalos-coastal
171,191,updated-hoenn
171,202,original-alola
171,129,original-akala
171,258,updated-alola
171,159,updated-akala
171,221,galar
171,189,isle-of-armor
171,79,blueberry
172,172,national
172,21,original-johto
172,155,hoenn
172,103,original-sinnoh
172,103,extended-sinnoh
172,21,updated-johto
172,15,conquest-gallery
172,35,kalos-central
172,162,updated-hoenn
172,24,original-alola
172,24,original-melemele
172,31,updated-alola
172,31,updated-melemele
172,193,galar
172,84,isle-of-armor
172,55,hisui
172,73,paldea
172,20,kitakami
173,173,national
173,40,original-johto
173,99,original-sinnoh
173,99,extended-sinnoh
173,40,updated-johto
173,88,updated-unova
173,210,original-alola
173,82,original-ulaula
173,272,updated-alola
173,93,updated-ulaula
173,254,galar
173,43,crown-tundra
173,199,hisui
173,151,kitakami
174,174,national
174,43,original-johto
174,137,hoenn
174,43,updated-johto
174,281,updated-unova
174,20,conquest-gallery
174,119,kalos-mountain
174,142,updated-hoenn
174,134,original-alola
174,61,original-akala
174,167,updated-alola
174,68,updated-akala
174,11,isle-of-armor
174,59,paldea
175,175,national
175,46,original-johto
175,173,extended-sinnoh
175,46,updated-johto
175,257,galar
175,127,hisui
176,176,national
176,47,original-johto
176,174,extended-sinnoh
176,47,updated-johto
176,258,galar
176,128,hisui
177,177,national
177,159,original-johto
177,162,hoenn
177,161,updated-johto
177,169,updated-hoenn
177,252,updated-alola
177,153,updated-akala
177,92,galar
178,178,national
178,160,original-johto
178,163,hoenn
178,162,updated-johto
178,170,updated-hoenn
178,253,updated-alola
178,154,updated-akala
178,93,galar
179,179,national
179,53,original-johto
179,53,updated-johto
179,25,updated-unova
179,45,conquest-gallery
179,127,kalos-coastal
179,162,updated-alola
179,63,updated-akala
179,101,paldea
180,180,national
180,54,original-johto
180,54,updated-johto
180,26,updated-unova
180,46,conquest-gallery
180,128,kalos-coastal
180,163,updated-alola
180,64,updated-akala
180,102,paldea
181,181,national
181,55,original-johto
181,55,updated-johto
181,27,updated-unova
181,47,conquest-gallery
181,129,kalos-coastal
181,164,updated-alola
181,65,updated-akala
181,103,paldea
182,182,national
182,86,original-johto
182,91,hoenn
182,86,updated-johto
182,108,kalos-central
182,94,updated-hoenn
182,58,galar
182,65,blueberry
183,183,national
183,130,original-johto
183,55,hoenn
183,125,original-sinnoh
183,125,extended-sinnoh
183,132,updated-johto
183,31,updated-unova
183,42,kalos-central
183,56,updated-hoenn
183,140,isle-of-armor
183,47,paldea
184,184,national
184,131,original-johto
184,56,hoenn
184,126,original-sinnoh
184,126,extended-sinnoh
184,133,updated-johto
184,32,updated-unova
184,43,kalos-central
184,57,updated-hoenn
184,141,isle-of-armor
184,48,paldea
185,185,national
185,106,original-johto
185,93,original-sinnoh
185,93,extended-sinnoh
185,107,updated-johto
185,130,kalos-mountain
185,31,original-alola
185,31,original-melemele
185,15,original-akala
185,38,updated-alola
185,38,updated-melemele
185,15,updated-akala
185,253,galar
185,124,hisui
185,88,paldea
185,84,kitakami
186,186,national
186,75,original-johto
186,75,updated-johto
186,36,kalos-mountain
186,152,original-alola
186,79,original-akala
186,71,original-ulaula
186,185,updated-alola
186,86,updated-akala
186,77,updated-ulaula
186,145,isle-of-armor
186,42,kitakami
187,187,national
187,67,original-johto
187,67,updated-johto
187,135,kalos-central
187,16,paldea
188,188,national
188,68,original-johto
188,68,updated-johto
188,136,kalos-central
188,17,paldea
189,189,national
189,69,original-johto
189,69,updated-johto
189,137,kalos-central
189,18,paldea
190,190,national
190,122,original-johto
190,63,original-sinnoh
190,63,extended-sinnoh
190,123,updated-johto
190,368,updated-alola
190,115,updated-poni
190,78,hisui
190,47,kitakami
191,191,national
191,102,original-johto
191,103,updated-johto
191,20,updated-unova
191,31,paldea
192,192,national
192,103,original-johto
192,104,updated-johto
192,21,updated-unova
192,32,paldea
193,193,national
193,101,original-johto
193,183,extended-sinnoh
193,101,updated-johto
193,286,updated-unova
193,87,kalos-coastal
193,105,hisui
193,3,kitakami
194,194,national
194,56,original-johto
194,117,original-sinnoh
194,117,extended-sinnoh
194,56,updated-johto
194,18,conquest-gallery
194,17,kalos-mountain
194,100,galar
194,58,isle-of-armor
194,53,paldea
194,5,kitakami
195,195,national
195,57,original-johto
195,118,original-sinnoh
195,118,extended-sinnoh
195,57,updated-johto
195,19,conquest-gallery
195,18,kalos-mountain
195,101,galar
195,59,isle-of-armor
195,6,kitakami
196,196,national
196,184,original-johto
196,167,extended-sinnoh
196,188,updated-johto
196,95,updated-unova
196,5,conquest-gallery
196,81,kalos-coastal
196,127,original-alola
196,54,original-akala
196,157,updated-alola
196,58,updated-akala
196,200,galar
196,79,crown-tundra
196,29,hisui
196,183,paldea
197,197,national
197,185,original-johto
197,168,extended-sinnoh
197,189,updated-johto
197,96,updated-unova
197,6,conquest-gallery
197,82,kalos-coastal
197,128,original-alola
197,55,original-akala
197,158,updated-alola
197,59,updated-akala
197,201,galar
197,78,crown-tundra
197,30,hisui
197,184,paldea
198,198,national
198,208,original-johto
198,74,original-sinnoh
198,74,extended-sinnoh
198,213,updated-johto
198,51,kalos-mountain
198,277,original-alola
198,92,original-poni
198,78,updated-alola
198,78,updated-melemele
198,140,hisui
198,232,paldea
199,199,national
199,82,original-johto
199,82,updated-johto
199,135,kalos-coastal
199,39,original-alola
199,39,original-melemele
199,20,original-ulaula
199,46,updated-alola
199,46,updated-melemele
199,20,updated-ulaula
199,3,isle-of-armor
199,326,paldea
199,77,blueberry
200,200,national
200,214,original-johto
200,72,original-sinnoh
200,72,extended-sinnoh
200,219,updated-johto
200,183,conquest-gallery
200,66,original-alola
200,66,original-melemele
200,372,updated-alola
200,119,updated-poni
200,197,hisui
200,114,paldea
201,201,national
201,61,original-johto
201,114,original-sinnoh
201,114,extended-sinnoh
201,61,updated-johto
201,142,hisui
202,202,national
202,107,original-johto
202,161,hoenn
202,108,updated-johto
202,119,kalos-coastal
202,168,updated-hoenn
202,217,galar
203,203,national
203,147,original-johto
203,164,hoenn
203,121,original-sinnoh
203,121,extended-sinnoh
203,149,updated-johto
203,171,updated-hoenn
203,192,paldea
203,25,blueberry
204,204,national
204,93,original-johto
204,93,updated-johto
204,56,conquest-gallery
204,268,updated-alola
204,89,updated-ulaula
204,258,paldea
205,205,national
205,94,original-johto
205,94,updated-johto
205,57,conquest-gallery
205,269,updated-alola
205,90,updated-ulaula
205,259,paldea
206,206,national
206,52,original-johto
206,52,updated-johto
206,35,updated-unova
206,40,kalos-central
206,63,updated-alola
206,63,updated-melemele
206,52,isle-of-armor
206,188,paldea
206,160,kitakami
207,207,national
207,189,original-johto
207,153,extended-sinnoh
207,193,updated-johto
207,221,updated-unova
207,115,kalos-mountain
207,185,hisui
207,121,kitakami
208,208,national
208,63,original-johto
208,35,original-sinnoh
208,35,extended-sinnoh
208,63,updated-johto
208,72,updated-unova
208,176,conquest-gallery
208,54,kalos-coastal
208,179,galar
208,119,hisui
209,209,national
209,123,original-johto
209,125,updated-johto
209,71,kalos-coastal
209,258,original-alola
209,73,original-poni
209,339,updated-alola
209,86,updated-poni
209,151,blueberry
210,210,national
210,124,original-johto
210,126,updated-johto
210,72,kalos-coastal
210,259,original-alola
210,74,original-poni
210,340,updated-alola
210,87,updated-poni
210,152,blueberry
211,211,national
211,161,original-johto
211,163,updated-johto
211,38,kalos-coastal
211,304,galar
211,84,hisui
211,331,paldea
211,146,blueberry
212,212,national
212,111,original-johto
212,196,extended-sinnoh
212,112,updated-johto
212,189,conquest-gallery
212,137,kalos-mountain
212,276,original-alola
212,91,original-poni
212,366,updated-alola
212,113,updated-poni
212,119,isle-of-armor
212,74,hisui
212,261,paldea
212,20,blueberry
213,213,national
213,166,original-johto
213,168,updated-johto
213,232,updated-unova
213,14,kalos-mountain
213,227,galar
213,170,crown-tundra
214,214,national
214,113,original-johto
214,168,hoenn
214,62,original-sinnoh
214,62,extended-sinnoh
214,114,updated-johto
214,145,updated-unova
214,131,kalos-coastal
214,175,updated-hoenn
214,367,updated-alola
214,114,updated-poni
214,121,isle-of-armor
214,75,hisui
214,262,paldea
214,49,kitakami
215,215,national
215,213,original-johto
215,144,original-sinnoh
215,144,extended-sinnoh
215,218,updated-johto
215,252,updated-unova
215,181,conquest-gallery
215,91,kalos-mountain
215,249,original-alola
215,121,original-ulaula
215,326,updated-alola
215,147,updated-ulaula
215,292,galar
215,28,crown-tundra
215,202,hisui
215,230,paldea
215,170,kitakami
216,216,national
216,193,original-johto
216,198,updated-johto
216,132,kalos-mountain
216,112,hisui
216,215,paldea
217,217,national
217,194,original-johto
217,199,updated-johto
217,133,kalos-mountain
217,113,hisui
217,216,paldea
218,218,national
218,211,original-johto
218,103,hoenn
218,216,updated-johto
218,12,kalos-mountain
218,108,updated-hoenn
218,144,kitakami
219,219,national
219,212,original-johto
219,104,hoenn
219,217,updated-johto
219,13,kalos-mountain
219,109,updated-hoenn
219,145,kitakami
220,220,national
220,191,original-johto
220,203,extended-sinnoh
220,195,updated-johto
220,258,updated-unova
220,76,kalos-mountain
220,75,galar
220,7,crown-tundra
220,212,hisui
220,50,kitakami
221,221,national
221,192,original-johto
221,204,extended-sinnoh
221,196,updated-johto
221,259,updated-unova
221,77,kalos-mountain
221,76,galar
221,8,crown-tundra
221,213,hisui
221,51,kitakami
222,222,national
222,171,original-johto
222,180,hoenn
222,173,updated-johto
222,237,updated-unova
222,146,kalos-coastal
222,189,updated-hoenn
222,112,original-alola
222,112,original-melemele
222,44,original-akala
222,135,updated-alola
222,135,updated-melemele
222,44,updated-akala
222,236,galar
223,223,national
223,172,original-johto
223,132,original-sinnoh
223,132,extended-sinnoh
223,174,updated-johto
223,235,updated-unova
223,144,kalos-coastal
223,143,updated-alola
223,143,updated-melemele
223,47,updated-akala
223,148,galar
223,44,isle-of-armor
223,146,hisui
224,224,national
224,173,original-johto
224,133,original-sinnoh
224,133,extended-sinnoh
224,175,updated-johto
224,236,updated-unova
224,145,kalos-coastal
224,144,updated-alola
224,144,updated-melemele
224,48,updated-akala
224,149,galar
224,45,isle-of-armor
224,147,hisui
225,225,national
225,190,original-johto
225,194,updated-johto
225,254,updated-unova
225,90,kalos-mountain
225,81,original-alola
225,81,original-melemele
225,95,updated-alola
225,95,updated-melemele
225,78,galar
225,120,crown-tundra
225,354,paldea
226,226,national
226,197,original-johto
226,141,original-sinnoh
226,141,extended-sinnoh
226,202,updated-johto
226,234,updated-unova
226,140,kalos-coastal
226,146,updated-alola
226,146,updated-melemele
226,50,updated-akala
226,355,galar
226,47,isle-of-armor
226,165,hisui
227,227,national
227,198,original-johto
227,115,hoenn
227,203,updated-johto
227,203,updated-unova
227,112,kalos-mountain
227,120,updated-hoenn
227,208,original-alola
227,80,original-ulaula
227,72,original-poni
227,270,updated-alola
227,91,updated-ulaula
227,85,updated-poni
227,153,isle-of-armor
227,113,blueberry
228,228,national
228,209,original-johto
228,176,extended-sinnoh
228,214,updated-johto
228,75,kalos-coastal
228,289,updated-alola
228,110,updated-ulaula
228,25,paldea
228,123,kitakami
229,229,national
229,210,original-johto
229,177,extended-sinnoh
229,215,updated-johto
229,76,kalos-coastal
229,290,updated-alola
229,111,updated-ulaula
229,26,paldea
229,124,kitakami
230,230,national
230,188,original-johto
230,186,hoenn
230,192,updated-johto
230,41,kalos-coastal
230,195,updated-hoenn
230,200,isle-of-armor
230,54,blueberry
231,231,national
231,195,original-johto
231,165,hoenn
231,200,updated-johto
231,172,updated-hoenn
231,122,paldea
232,232,national
232,196,original-johto
232,166,hoenn
232,201,updated-johto
232,173,updated-hoenn
232,123,paldea
233,233,national
233,216,original-johto
233,193,extended-sinnoh
233,221,updated-johto
233,218,original-alola
233,90,original-ulaula
233,282,updated-alola
233,103,updated-ulaula
233,209,isle-of-armor
233,134,hisui
233,130,blueberry
234,234,national
234,129,original-johto
234,131,updated-johto
234,49,hisui
234,204,paldea
234,53,kitakami
235,235,national
235,157,original-johto
235,159,updated-johto
235,124,kalos-central
235,58,original-alola
235,58,original-melemele
235,70,updated-alola
235,70,updated-melemele
235,40,blueberry
236,236,national
236,143,original-johto
236,145,updated-johto
236,107,galar
236,92,blueberry
237,237,national
237,146,original-johto
237,148,updated-johto
237,110,galar
237,95,blueberry
238,238,national
238,152,original-johto
238,154,updated-johto
238,83,kalos-mountain
238,109,updated-alola
238,109,updated-melemele
238,13,crown-tundra
239,239,national
239,154,original-johto
239,197,extended-sinnoh
239,156,updated-johto
239,56,updated-unova
239,226,original-alola
239,98,original-ulaula
239,295,updated-alola
239,116,updated-ulaula
239,15,crown-tundra
239,182,hisui
239,10,blueberry
240,240,national
240,150,original-johto
240,200,extended-sinnoh
240,152,updated-johto
240,53,updated-unova
240,166,original-alola
240,93,original-akala
240,200,updated-alola
240,101,updated-akala
240,18,crown-tundra
240,174,hisui
240,13,blueberry
241,241,national
241,149,original-johto
241,151,updated-johto
241,126,kalos-coastal
241,138,original-alola
241,65,original-akala
241,62,original-poni
241,171,updated-alola
241,72,updated-akala
241,74,updated-poni
241,117,isle-of-armor
242,242,national
242,218,original-johto
242,98,original-sinnoh
242,98,extended-sinnoh
242,223,updated-johto
242,34,original-alola
242,34,original-melemele
242,18,original-akala
242,17,original-ulaula
242,10,original-poni
242,41,updated-alola
242,41,updated-melemele
242,18,updated-akala
242,17,updated-ulaula
242,17,updated-poni
242,8,isle-of-armor
242,88,hisui
242,45,paldea
242,18,blueberry
243,243,national
243,238,original-johto
243,243,updated-johto
244,244,national
244,239,original-johto
244,244,updated-johto
245,245,national
245,240,original-johto
245,245,updated-johto
246,246,national
246,244,original-johto
246,249,updated-johto
246,292,updated-unova
246,79,conquest-gallery
246,102,kalos-mountain
246,247,updated-alola
246,148,updated-akala
246,383,galar
246,139,crown-tundra
246,316,paldea
247,247,national
247,245,original-johto
247,250,updated-johto
247,293,updated-unova
247,80,conquest-gallery
247,103,kalos-mountain
247,248,updated-alola
247,149,updated-akala
247,384,galar
247,140,crown-tundra
247,317,paldea
248,248,national
248,246,original-johto
248,251,updated-johto
248,294,updated-unova
248,81,conquest-gallery
248,104,kalos-mountain
248,249,updated-alola
248,150,updated-akala
248,385,galar
248,141,crown-tundra
248,318,paldea
249,249,national
249,247,original-johto
249,252,updated-johto
250,250,national
250,248,original-johto
250,253,updated-johto
251,251,national
251,251,original-johto
251,256,updated-johto
252,252,national
252,1,hoenn
252,130,conquest-gallery
252,1,updated-hoenn
252,182,blueberry
253,253,national
253,2,hoenn
253,131,conquest-gallery
253,2,updated-hoenn
253,183,blueberry
254,254,national
254,3,hoenn
254,132,conquest-gallery
254,3,updated-hoenn
254,184,blueberry
255,255,national
255,4,hoenn
